Year,Sex,Abuse type,Region,Abuse category,Threats or force,Age,Ethnicity,Ethnic group,Marital status,Employment status,Occupation,Highest qualification,Disability status,Hours out of home on an average weekday,Structure of household,Household income,Tenure,Accommodation type,Output area classification,Area type,Level of physical disorder,Employment deprivation index,GeoCode,Value
2016,Male,Non-sexual,West Midlands,,,,,,,,,,,,,,,,,,,,E12000005,3.09064568550395
2016,Male,Non-sexual,East of England,,,,,,,,,,,,,,,,,,,,E12000006,3.14947952525333
2016,Male,Non-sexual,London,,,,,,,,,,,,,,,,,,,,E12000007,1.54049476310079
2016,Male,Non-sexual,South East,,,,,,,,,,,,,,,,,,,,E12000008,2.69154241808159
2016,Male,Non-sexual,South West,,,,,,,,,,,,,,,,,,,,E12000009,2.99437081798503
2016,Male,Non-sexual,Wales,,,,,,,,,,,,,,,,,,,,W92000004,4.87886381102348
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,6.47950496799157
2014,Female,Non-sexual,,,,16-19,,,,,,,,,,,,,,,,,,6.60582829506653
2014,Female,Non-sexual,,,,20-24,,,,,,,,,,,,,,,,,,6.31630375605453
2014,Female,Non-sexual,,,,25-34,,,,,,,,,,,,,,,,,,6.10479158680167
2014,Female,Non-sexual,,,,35-44,,,,,,,,,,,,,,,,,,6.30463064225184
2014,Female,Non-sexual,,,,45-54,,,,,,,,,,,,,,,,,,5.45359939839682
2014,Female,Non-sexual,,,,55-59,,,,,,,,,,,,,,,,,,3.87976167928082
2014,Female,Non-sexual,,,,,White,,,,,,,,,,,,,,,,,6.09604103230841
2014,Female,Non-sexual,,,,,White,"English, Welsh, Scottish, Northern Irish or British",,,,,,,,,,,,,,,,6.38471760956454
2014,Female,Non-sexual,,,,,White,Irish,,,,,,,,,,,,,,,,7.0845122265684
2014,Female,Non-sexual,,,,,White,Any other white background,,,,,,,,,,,,,,,,2.65866941924922
2014,Female,Non-sexual,,,,,Mixed or multiple ethnic groups,,,,,,,,,,,,,,,,,12.3011038213197
2014,Female,Non-sexual,,,,,Mixed or multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,,12.4525156148001
2014,Female,Non-sexual,,,,,Asian or Asian British,,,,,,,,,,,,,,,,,2.10588319756338
2014,Female,Non-sexual,,,,,Asian or Asian British,Indian,,,,,,,,,,,,,,,,2.29224633985328
2014,Female,Non-sexual,,,,,Asian or Asian British,Pakistani,,,,,,,,,,,,,,,,3.02263162007268
2014,Female,Non-sexual,,,,,Asian or Asian British,Chinese,,,,,,,,,,,,,,,,0.621700688443246
2014,Female,Non-sexual,,,,,Asian or Asian British,Any other Asian background,,,,,,,,,,,,,,,,1.77591746317727
2014,Female,Non-sexual,,,,,"Black, African, Caribbean or Black British",,,,,,,,,,,,,,,,,5.95241973289251
2014,Female,Non-sexual,,,,,"Black, African, Caribbean or Black British",African,,,,,,,,,,,,,,,,4.71719002290508
2014,Female,Non-sexual,,,,,"Black, African, Caribbean or Black British",Caribbean,,,,,,,,,,,,,,,,7.86021899411848
2014,Female,Non-sexual,,,,,Other ethnic group,,,,,,,,,,,,,,,,,1.03740596426015
2014,Female,Non-sexual,,,,,,,Married,,,,,,,,,,,,,,,2.37675534767998
2014,Female,Non-sexual,,,,,,,Cohabiting,,,,,,,,,,,,,,,5.21684601569176
2014,Female,Non-sexual,,,,,,,Single,,,,,,,,,,,,,,,8.63748441636622
2014,Female,Non-sexual,,,,,,,Separated,,,,,,,,,,,,,,,16.843979991313
2014,Female,Non-sexual,,,,,,,Divorced,,,,,,,,,,,,,,,14.1259062840242
2014,Female,Non-sexual,,,,,,,Widowed,,,,,,,,,,,,,,,6.92040148799683
2014,Female,Non-sexual,,,,,,,,Employed,,,,,,,,,,,,,,5.0922400389063
2014,Female,Non-sexual,,,,,,,,Unemployed,,,,,,,,,,,,,,11.54057555742
2014,Female,Non-sexual,,,,,,,,Inactive,,,,,,,,,,,,,,7.41211066514489
2014,Female,Non-sexual,,,,,,,,Student,,,,,,,,,,,,,,3.87058567302685
2014,Female,Non-sexual,,,,,,,,Looking after family or home,,,,,,,,,,,,,,6.07573943995538
2014,Female,Non-sexual,,,,,,,,Long-term or temporarily ill,,,,,,,,,,,,,,19.5178424415808
2014,Female,Non-sexual,,,,,,,,Retired,,,,,,,,,,,,,,2.07255916430157
2014,Female,Non-sexual,,,,,,,,Other inactive,,,,,,,,,,,,,,5.40959887947577
2014,Female,Non-sexual,,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,,4.25591849576306
2014,Female,Non-sexual,,,,,,,,,Intermediate occupations,,,,,,,,,,,,,5.60430033022524
2014,Female,Non-sexual,,,,,,,,,Routine and manual occupations,,,,,,,,,,,,,7.60820983014483
2014,Female,Non-sexual,,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,,7.4625078984984
2014,Female,Non-sexual,,,,,,,,,Full-time students,,,,,,,,,,,,,5.51324162330702
2014,Female,Non-sexual,,,,,,,,,,Degree or diploma,,,,,,,,,,,,4.24111108543168
2014,Female,Non-sexual,,,,,,,,,,"Apprenticeship, A level or AS level",,,,,,,,,,,,7.0813749423352
2014,Female,Non-sexual,,,,,,,,,,O level or GCSE,,,,,,,,,,,,7.07816023816846
2014,Female,Non-sexual,,,,,,,,,,Other,,,,,,,,,,,,6.18818120280558
2014,Female,Non-sexual,,,,,,,,,,No qualifications,,,,,,,,,,,,7.92624528870141
2014,Female,Non-sexual,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,11.0842125398235
2014,Female,Non-sexual,,,,,,,,,,,Long-standing illness or disability: Limits activities,,,,,,,,,,,12.8787381694588
2014,Female,Non-sexual,,,,,,,,,,,Long-standing illness or disability: Does not limit activities,,,,,,,,,,,5.02596147423777
2014,Female,Non-sexual,,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,4.90060357528007
2014,Female,Non-sexual,,,,,,,,,,,,Less than 3 hours,,,,,,,,,,7.65872874783499
2014,Female,Non-sexual,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,,5.81288683041588
2014,Female,Non-sexual,,,,,,,,,,,,7 hours or longer,,,,,,,,,,5.19648271139665
2014,Female,Non-sexual,,,,,,,,,,,,,No children,,,,,,,,,5.23174491857412
2014,Female,Non-sexual,,,,,,,,,,,,,Adults and child(ren),,,,,,,,,4.31688434867298
2014,Female,Non-sexual,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,,18.8305384523481
2014,Female,Non-sexual,,,,,,,,,,,,,,"Less than £10,000",,,,,,,,12.7701076361026
2014,Female,Non-sexual,,,,,,,,,,,,,,"£10,000 to less than £20,000",,,,,,,,9.37061123320017
2014,Female,Non-sexual,,,,,,,,,,,,,,"£20,000 to less than £30,000",,,,,,,,5.57458504258101
2014,Female,Non-sexual,,,,,,,,,,,,,,"£30,000 to less than £40,000",,,,,,,,4.5680348265801
2014,Female,Non-sexual,,,,,,,,,,,,,,"£40,000 to less than £50,000",,,,,,,,3.88725006312511
2014,Female,Non-sexual,,,,,,,,,,,,,,"£50,000 or more",,,,,,,,2.64632896239647
2014,Female,Non-sexual,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,,6.43456503779573
2014,Female,Non-sexual,,,,,,,,,,,,,,,Owner occupiers,,,,,,,3.84012942514555
2014,Female,Non-sexual,,,,,,,,,,,,,,,Social renters,,,,,,,11.5398909850001
2014,Female,Non-sexual,,,,,,,,,,,,,,,Private renters,,,,,,,6.830595237349
2014,Female,Non-sexual,,,,,,,,,,,,,,,,Houses,,,,,,5.58656479839245
2014,Female,Non-sexual,,,,,,,,,,,,,,,,Detached,,,,,,3.50455096800931
2014,Female,Non-sexual,,,,,,,,,,,,,,,,Semi-detached,,,,,,6.01036581102817
2014,Female,Non-sexual,,,,,,,,,,,,,,,,Terraced,,,,,,6.50550408036918
2014,Female,Non-sexual,,,,,,,,,,,,,,,,Flats or maisonettes,,,,,,7.18188581254741
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,Rural residents,,,,,4.26535368300991
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,Cosmopolitans,,,,,5.29554885816764
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,Ethnicity central,,,,,3.48350809639344
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,,5.4138794393923
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,Urbanites,,,,,5.40156560484536
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,Suburbanites,,,,,4.35699210222968
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,,11.3546652225723
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,Hard-pressed living,,,,,8.28139857770751
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,,Urban,,,,5.96595788930767
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,,Rural,,,,5.20070106960779
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,,,High,,,7.29808676386018
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,,,Not high,,,5.71394282605741
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,,8.15736303640813
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,Other output areas,,5.741888612383
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,,3.64074852799121
2014,Female,Non-sexual,North East,,,,,,,,,,,,,,,,,,,,E12000001,7.22301270977553
2014,Female,Non-sexual,North West,,,,,,,,,,,,,,,,,,,,E12000002,6.02950857441229
2014,Female,Non-sexual,Yorkshire and the Humber,,,,,,,,,,,,,,,,,,,,E12000003,6.40965483141984
2014,Female,Non-sexual,East Midlands,,,,,,,,,,,,,,,,,,,,E12000004,4.55840265564011
2014,Female,Non-sexual,West Midlands,,,,,,,,,,,,,,,,,,,,E12000005,7.35151452488639
2014,Female,Non-sexual,East of England,,,,,,,,,,,,,,,,,,,,E12000006,6.40906197619733
2014,Female,Non-sexual,London,,,,,,,,,,,,,,,,,,,,E12000007,3.70517284788245
2014,Female,Non-sexual,South East,,,,,,,,,,,,,,,,,,,,E12000008,6.32507470720999
2014,Female,Non-sexual,South West,,,,,,,,,,,,,,,,,,,,E12000009,5.6859111803024
2014,Female,Non-sexual,Wales,,,,,,,,,,,,,,,,,,,,W92000004,6.27637565756796
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,5.39930416954704
2015,Female,Non-sexual,,,,16-19,,,,,,,,,,,,,,,,,,5.12958914495873
2015,Female,Non-sexual,,,,20-24,,,,,,,,,,,,,,,,,,5.79496898210999
2015,Female,Non-sexual,,,,25-34,,,,,,,,,,,,,,,,,,5.08789401777352
2015,Female,Non-sexual,,,,35-44,,,,,,,,,,,,,,,,,,6.38222659790396
2015,Female,Non-sexual,,,,45-54,,,,,,,,,,,,,,,,,,4.97600923809642
2015,Female,Non-sexual,,,,55-59,,,,,,,,,,,,,,,,,,4.74672069349614
2015,Female,Non-sexual,,,,,White,,,,,,,,,,,,,,,,,5.58333983301731
2015,Female,Non-sexual,,,,,White,"English, Welsh, Scottish, Northern Irish or British",,,,,,,,,,,,,,,,5.78991605093103
2015,Female,Non-sexual,,,,,White,Irish,,,,,,,,,,,,,,,,9.44038089577514
2015,Female,Non-sexual,,,,,White,Any other white background,,,,,,,,,,,,,,,,3.00024330802764
2015,Female,Non-sexual,,,,,Mixed or multiple ethnic groups,,,,,,,,,,,,,,,,,6.40988266665097
2015,Female,Non-sexual,,,,,Mixed or multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,,9.68778410864933
2015,Female,Non-sexual,,,,,Asian or Asian British,,,,,,,,,,,,,,,,,2.64878656802044
2015,Female,Non-sexual,,,,,Asian or Asian British,Indian,,,,,,,,,,,,,,,,1.94248424570398
2015,Female,Non-sexual,,,,,Asian or Asian British,Pakistani,,,,,,,,,,,,,,,,1.99839540434768
2015,Female,Non-sexual,,,,,Asian or Asian British,Bangladeshi,,,,,,,,,,,,,,,,3.65036528129985
2015,Female,Non-sexual,,,,,Asian or Asian British,Chinese,,,,,,,,,,,,,,,,2.6758804775285
2015,Female,Non-sexual,,,,,Asian or Asian British,Any other Asian background,,,,,,,,,,,,,,,,4.24399967228258
2015,Female,Non-sexual,,,,,"Black, African, Caribbean or Black British",,,,,,,,,,,,,,,,,7.04934594805439
2015,Female,Non-sexual,,,,,"Black, African, Caribbean or Black British",African,,,,,,,,,,,,,,,,6.30254394261708
2015,Female,Non-sexual,,,,,"Black, African, Caribbean or Black British",Caribbean,,,,,,,,,,,,,,,,8.25368860980656
2015,Female,Non-sexual,,,,,Other ethnic group,,,,,,,,,,,,,,,,,3.25207694566892
2015,Female,Non-sexual,,,,,,Any other ethnic group,,,,,,,,,,,,,,,,5.14927307500762
2015,Female,Non-sexual,,,,,,,Married,,,,,,,,,,,,,,,2.729538244228
2015,Female,Non-sexual,,,,,,,Cohabiting,,,,,,,,,,,,,,,4.488627419674
2015,Female,Non-sexual,,,,,,,Single,,,,,,,,,,,,,,,7.30352175020921
2015,Female,Non-sexual,,,,,,,Separated,,,,,,,,,,,,,,,16.0233465524653
2015,Female,Non-sexual,,,,,,,Divorced,,,,,,,,,,,,,,,15.3467684049126
2015,Female,Non-sexual,,,,,,,Widowed,,,,,,,,,,,,,,,6.54577617387369
2015,Female,Non-sexual,,,,,,,,Employed,,,,,,,,,,,,,,4.86340756831904
2015,Female,Non-sexual,,,,,,,,Unemployed,,,,,,,,,,,,,,6.69840271974487
2015,Female,Non-sexual,,,,,,,,Inactive,,,,,,,,,,,,,,6.89593383481125
2015,Female,Non-sexual,,,,,,,,Student,,,,,,,,,,,,,,4.11872505078737
2015,Female,Non-sexual,,,,,,,,Looking after family or home,,,,,,,,,,,,,,6.16474946853233
2015,Female,Non-sexual,,,,,,,,Long-term or temporarily ill,,,,,,,,,,,,,,14.7478326365117
2015,Female,Non-sexual,,,,,,,,Retired,,,,,,,,,,,,,,3.17101032978204
2015,Female,Non-sexual,,,,,,,,Other inactive,,,,,,,,,,,,,,8.85975540466731
2015,Female,Non-sexual,,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,,4.23642652053672
2015,Female,Non-sexual,,,,,,,,,Intermediate occupations,,,,,,,,,,,,,5.43786219337459
2015,Female,Non-sexual,,,,,,,,,Routine and manual occupations,,,,,,,,,,,,,7.29523054305272
2015,Female,Non-sexual,,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,,5.36203641185426
2015,Female,Non-sexual,,,,,,,,,Full-time students,,,,,,,,,,,,,4.16698520476779
2015,Female,Non-sexual,,,,,,,,,,Degree or diploma,,,,,,,,,,,,4.41794599516564
2015,Female,Non-sexual,,,,,,,,,,"Apprenticeship, A level or AS level",,,,,,,,,,,,5.99811625837567
2015,Female,Non-sexual,,,,,,,,,,O level or GCSE,,,,,,,,,,,,6.62992934796578
2015,Female,Non-sexual,,,,,,,,,,Other,,,,,,,,,,,,4.4719455958972
2015,Female,Non-sexual,,,,,,,,,,No qualifications,,,,,,,,,,,,5.97874863552659
2015,Female,Non-sexual,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,10.8576412711768
2015,Female,Non-sexual,,,,,,,,,,,Long-standing illness or disability: Limits activities,,,,,,,,,,,11.1918958872484
2015,Female,Non-sexual,,,,,,,,,,,Long-standing illness or disability: Does not limit activities,,,,,,,,,,,9.25459533623364
2015,Female,Non-sexual,,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,4.35762348097477
2015,Female,Non-sexual,,,,,,,,,,,,Less than 3 hours,,,,,,,,,,5.86666721217134
2015,Female,Non-sexual,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,,6.56052897592797
2015,Female,Non-sexual,,,,,,,,,,,,7 hours or longer,,,,,,,,,,4.5190329618864
2015,Female,Non-sexual,,,,,,,,,,,,,No children,,,,,,,,,4.45505029023169
2015,Female,Non-sexual,,,,,,,,,,,,,Adults and child(ren),,,,,,,,,4.27711375038985
2015,Female,Non-sexual,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,,18.9900455774728
2015,Female,Non-sexual,,,,,,,,,,,,,,"Less than £10,000",,,,,,,,13.5150323420031
2015,Female,Non-sexual,,,,,,,,,,,,,,"£10,000 to less than £20,000",,,,,,,,8.84062273053872
2015,Female,Non-sexual,,,,,,,,,,,,,,"£20,000 to less than £30,000",,,,,,,,6.67706749140663
2015,Female,Non-sexual,,,,,,,,,,,,,,"£30,000 to less than £40,000",,,,,,,,4.59479017773123
2015,Female,Non-sexual,,,,,,,,,,,,,,"£40,000 to less than £50,000",,,,,,,,4.69104573690234
2015,Female,Non-sexual,,,,,,,,,,,,,,"£50,000 or more",,,,,,,,2.71587503036998
2015,Female,Non-sexual,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,,3.82100235954153
2015,Female,Non-sexual,,,,,,,,,,,,,,,Owner occupiers,,,,,,,3.5132602603726
2015,Female,Non-sexual,,,,,,,,,,,,,,,Social renters,,,,,,,9.97150660528847
2015,Female,Non-sexual,,,,,,,,,,,,,,,Private renters,,,,,,,6.76426958292746
2015,Female,Non-sexual,,,,,,,,,,,,,,,,Houses,,,,,,5.16633769578241
2015,Female,Non-sexual,,,,,,,,,,,,,,,,Detached,,,,,,3.33751639850765
2015,Female,Non-sexual,,,,,,,,,,,,,,,,Semi-detached,,,,,,4.69661988174237
2015,Female,Non-sexual,,,,,,,,,,,,,,,,Terraced,,,,,,6.84301498573573
2015,Female,Non-sexual,,,,,,,,,,,,,,,,Flats or maisonettes,,,,,,6.46436468140568
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,Rural residents,,,,,5.31790569871435
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,Cosmopolitans,,,,,4.87753401159115
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,Ethnicity central,,,,,4.08141746711327
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,,5.86326204458417
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,Urbanites,,,,,4.71469522636782
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,Suburbanites,,,,,3.56946399591744
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,,8.78731235171237
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,Hard-pressed living,,,,,7.1885332061975
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,,Urban,,,,5.56347252427987
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,,Rural,,,,4.6222407041884
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,,,High,,,7.83737914404632
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,,,Not high,,,5.21659200792357
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,,6.79923540498894
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,Other output areas,,5.55624251563218
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,,3.2060388763267
2015,Female,Non-sexual,North East,,,,,,,,,,,,,,,,,,,,E12000001,7.20106863364656
2015,Female,Non-sexual,North West,,,,,,,,,,,,,,,,,,,,E12000002,5.28081447845441
2015,Female,Non-sexual,Yorkshire and the Humber,,,,,,,,,,,,,,,,,,,,E12000003,4.98301441634621
2015,Female,Non-sexual,East Midlands,,,,,,,,,,,,,,,,,,,,E12000004,5.50153597629937
2015,Female,Non-sexual,West Midlands,,,,,,,,,,,,,,,,,,,,E12000005,6.70178355021509
2015,Female,Non-sexual,East of England,,,,,,,,,,,,,,,,,,,,E12000006,5.72447138851323
2015,Female,Non-sexual,London,,,,,,,,,,,,,,,,,,,,E12000007,4.43744386180363
2015,Female,Non-sexual,South East,,,,,,,,,,,,,,,,,,,,E12000008,5.17720773036965
2015,Female,Non-sexual,South West,,,,,,,,,,,,,,,,,,,,E12000009,4.71199598615076
2015,Female,Non-sexual,Wales,,,,,,,,,,,,,,,,,,,,W92000004,6.45269542463226
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,5.20522459033779
2016,Female,Non-sexual,,,,16-19,,,,,,,,,,,,,,,,,,5.72308326823701
2016,Female,Non-sexual,,,,20-24,,,,,,,,,,,,,,,,,,7.34931841295599
2016,Female,Non-sexual,,,,25-34,,,,,,,,,,,,,,,,,,5.17667511858792
2016,Female,Non-sexual,,,,35-44,,,,,,,,,,,,,,,,,,5.10447508802541
2016,Female,Non-sexual,,,,45-54,,,,,,,,,,,,,,,,,,4.79001888686905
2016,Female,Non-sexual,,,,55-59,,,,,,,,,,,,,,,,,,3.84555454443849
2016,Female,Non-sexual,,,,,White,,,,,,,,,,,,,,,,,5.45729882045193
2016,Female,Non-sexual,,,,,White,"English, Welsh, Scottish, Northern Irish or British",,,,,,,,,,,,,,,,5.81462519857996
2016,Female,Non-sexual,,,,,White,Irish,,,,,,,,,,,,,,,,1.78379831275278
2016,Female,Non-sexual,,,,,White,Any other white background,,,,,,,,,,,,,,,,2.28826445882611
2016,Female,Non-sexual,,,,,Mixed or multiple ethnic groups,,,,,,,,,,,,,,,,,8.48986795809404
2016,Female,Non-sexual,,,,,Mixed or multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,,3.02495638698806
2016,Female,Non-sexual,,,,,Asian or Asian British,,,,,,,,,,,,,,,,,2.39820403157139
2016,Female,Non-sexual,,,,,Asian or Asian British,Indian,,,,,,,,,,,,,,,,2.93015250764964
2016,Female,Non-sexual,,,,,Asian or Asian British,Pakistani,,,,,,,,,,,,,,,,2.94362402228375
2016,Female,Non-sexual,,,,,Asian or Asian British,Bangladeshi,,,,,,,,,,,,,,,,2.71670859794768
2016,Female,Non-sexual,,,,,Asian or Asian British,Chinese,,,,,,,,,,,,,,,,1.24522917087945
2016,Female,Non-sexual,,,,,Asian or Asian British,Any other Asian background,,,,,,,,,,,,,,,,0.671531020970702
2016,Female,Non-sexual,,,,,"Black, African, Caribbean or Black British",,,,,,,,,,,,,,,,,4.35563723978577
2016,Female,Non-sexual,,,,,"Black, African, Caribbean or Black British",African,,,,,,,,,,,,,,,,2.44972377177638
2016,Female,Non-sexual,,,,,"Black, African, Caribbean or Black British",Caribbean,,,,,,,,,,,,,,,,6.86649865112891
2016,Female,Non-sexual,,,,,Other ethnic group,,,,,,,,,,,,,,,,,5.2258031490465
2016,Female,Non-sexual,,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,,11.6043024245512
2016,Female,Non-sexual,,,,,,,Married,,,,,,,,,,,,,,,1.96957172876444
2016,Female,Non-sexual,,,,,,,Cohabiting,,,,,,,,,,,,,,,5.35195711000122
2016,Female,Non-sexual,,,,,,,Single,,,,,,,,,,,,,,,7.47083149921815
2016,Female,Non-sexual,,,,,,,Separated,,,,,,,,,,,,,,,18.6540411458771
2016,Female,Non-sexual,,,,,,,Divorced,,,,,,,,,,,,,,,13.6155052487899
2016,Female,Non-sexual,,,,,,,Widowed,,,,,,,,,,,,,,,3.33769152878007
2016,Female,Non-sexual,,,,,,,,Employed,,,,,,,,,,,,,,4.74196670224152
2016,Female,Non-sexual,,,,,,,,Unemployed,,,,,,,,,,,,,,11.3030208602878
2016,Female,Non-sexual,,,,,,,,Inactive,,,,,,,,,,,,,,6.01722824382279
2016,Female,Non-sexual,,,,,,,,Student,,,,,,,,,,,,,,4.034534447461
2016,Female,Non-sexual,,,,,,,,Looking after family or home,,,,,,,,,,,,,,6.26598256808557
2016,Female,Non-sexual,,,,,,,,Long-term or temporarily ill,,,,,,,,,,,,,,10.1302687918559
2016,Female,Non-sexual,,,,,,,,Retired,,,,,,,,,,,,,,2.18848939210618
2016,Female,Non-sexual,,,,,,,,Other inactive,,,,,,,,,,,,,,4.93273275377348
2016,Female,Non-sexual,,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,,3.69295720900007
2016,Female,Non-sexual,,,,,,,,,Intermediate occupations,,,,,,,,,,,,,4.67248069992729
2016,Female,Non-sexual,,,,,,,,,Routine and manual occupations,,,,,,,,,,,,,7.28496898585053
2016,Female,Non-sexual,,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,,6.08749617802865
2016,Female,Non-sexual,,,,,,,,,Full-time students,,,,,,,,,,,,,5.86650012395124
2016,Female,Non-sexual,,,,,,,,,Not classified,,,,,,,,,,,,,5.55130559651425
2016,Female,Non-sexual,,,,,,,,,,Degree or diploma,,,,,,,,,,,,4.29067064658158
2016,Female,Non-sexual,,,,,,,,,,"Apprenticeship, A level or AS level",,,,,,,,,,,,6.44355379885253
2016,Female,Non-sexual,,,,,,,,,,O level or GCSE,,,,,,,,,,,,5.96822551030678
2016,Female,Non-sexual,,,,,,,,,,Other,,,,,,,,,,,,4.51894612524192
2016,Female,Non-sexual,,,,,,,,,,No qualifications,,,,,,,,,,,,5.77209052047432
2016,Female,Non-sexual,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,11.1954260255531
2016,Female,Non-sexual,,,,,,,,,,,Long-standing illness or disability: Limits activities,,,,,,,,,,,11.3669524094482
2016,Female,Non-sexual,,,,,,,,,,,Long-standing illness or disability: Does not limit activities,,,,,,,,,,,10.6850795701424
2016,Female,Non-sexual,,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,4.11002195301644
2016,Female,Non-sexual,,,,,,,,,,,,Less than 3 hours,,,,,,,,,,5.9287264531981
2016,Female,Non-sexual,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,,4.62457084955373
2016,Female,Non-sexual,,,,,,,,,,,,7 hours or longer,,,,,,,,,,5.30082861063201
2016,Female,Non-sexual,,,,,,,,,,,,,No children,,,,,,,,,4.70992058107599
2016,Female,Non-sexual,,,,,,,,,,,,,Adults and child(ren),,,,,,,,,3.9073170832856
2016,Female,Non-sexual,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,,16.870488104218
2016,Female,Non-sexual,,,,,,,,,,,,,,"Less than £10,000",,,,,,,,13.5237584654129
2016,Female,Non-sexual,,,,,,,,,,,,,,"£10,000 to less than £20,000",,,,,,,,7.50417478406771
2016,Female,Non-sexual,,,,,,,,,,,,,,"£20,000 to less than £30,000",,,,,,,,5.79704717967505
2016,Female,Non-sexual,,,,,,,,,,,,,,"£30,000 to less than £40,000",,,,,,,,5.04514030178913
2016,Female,Non-sexual,,,,,,,,,,,,,,"£40,000 to less than £50,000",,,,,,,,4.2284302217642
2016,Female,Non-sexual,,,,,,,,,,,,,,"£50,000 or more",,,,,,,,2.70334619810384
2016,Female,Non-sexual,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,,4.80662060932986
2016,Female,Non-sexual,,,,,,,,,,,,,,,Owner occupiers,,,,,,,3.57400447978408
2016,Female,Non-sexual,,,,,,,,,,,,,,,Social renters,,,,,,,8.62756786895248
2016,Female,Non-sexual,,,,,,,,,,,,,,,Private renters,,,,,,,6.60378830787546
2016,Female,Non-sexual,,,,,,,,,,,,,,,,Houses,,,,,,5.04947846994767
2016,Female,Non-sexual,,,,,,,,,,,,,,,,Detached,,,,,,3.49129422498464
2016,Female,Non-sexual,,,,,,,,,,,,,,,,Semi-detached,,,,,,4.94282623229841
2016,Female,Non-sexual,,,,,,,,,,,,,,,,Terraced,,,,,,6.1514856379978
2016,Female,Non-sexual,,,,,,,,,,,,,,,,Flats or maisonettes,,,,,,5.91977831256511
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,Rural residents,,,,,3.64637575024792
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,Cosmopolitans,,,,,2.77395985177095
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,Ethnicity central,,,,,2.37404853125794
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,,4.52256146270352
