Year,Sex,Age,Offence,Remand type,Nationality,Value
2003,,21 and over,Burglary,,,2.504015249
2003,,21 and over,Theft and handling,,,2.39055452
2003,,21 and over,Fraud and forgery,,,0.349837247
2003,,21 and over,Motoring offences,,,0.513724966
2003,,21 and over,Other offences,,,2.056475708
2003,,18 to 20,,,,22.95858644
2003,,18 to 20,Violence against the person,,,4.631995509
2003,,18 to 20,Sexual offences,,,0.629347216
2003,,18 to 20,Robbery,,,3.260018578
2003,,18 to 20,Drug offences,,,1.585954984
2003,,18 to 20,Offence not recorded,,,1.28386832
2003,,18 to 20,Burglary,,,3.662800797
2003,,18 to 20,Theft and handling,,,3.536931353
2003,,18 to 20,Fraud and forgery,,,0.213978053
2003,,18 to 20,Motoring offences,,,0.981781657
2003,,18 to 20,Other offences,,,3.209670801
2003,,15 to 17,,,,20.98333311
2003,,15 to 17,Violence against the person,,,4.036962607
2003,,15 to 17,Sexual offences,,,0.842882303
2003,,15 to 17,Robbery,,,4.835482683
2003,,15 to 17,Drug offences,,,0.75415785
2003,,15 to 17,Offence not recorded,,,1.064693435
2003,,15 to 17,Burglary,,,3.194080305
2003,,15 to 17,Theft and handling,,,2.573009134
2003,,15 to 17,Fraud and forgery,,,0.088724453
2003,,15 to 17,Motoring offences,,,0.75415785
2003,,15 to 17,Other offences,,,2.839182493
2003,Male,,,,,17.37713938
2003,Male,,Violence against the person,,,3.479482204
2003,Male,,Sexual offences,,,0.805073702
2003,Male,,Robbery,,,1.675306247
2003,Male,,Drug offences,,,1.989516666
2003,Male,,Offence not recorded,,,1.450870233
2003,Male,,Burglary,,,2.678752425
2003,Male,,Theft and handling,,,2.287799369
2003,Male,,Fraud and forgery,,,0.299730677
2003,Male,,Motoring offences,,,0.592221482
2003,Male,,Other offences,,,2.118386377
2003,Male,21 and over,,,,16.5987235
2003,Male,21 and over,Violence against the person,,,3.310987257
2003,Male,21 and over,Sexual offences,,,0.821852381
2003,Male,21 and over,Robbery,,,1.357403728
2003,Male,21 and over,Drug offences,,,2.11189116
2003,Male,21 and over,Offence not recorded,,,1.488765379
2003,Male,21 and over,Burglary,,,2.537974464
2003,Male,21 and over,Theft and handling,,,2.145573634
2003,Male,21 and over,Fraud and forgery,,,0.321667633
2003,Male,21 and over,Motoring offences,,,0.530498976
2003,Male,21 and over,Other offences,,,1.973793014
2003,Male,18 to 20,,,,22.5356915
2003,Male,18 to 20,Violence against the person,,,4.648319346
2003,Male,18 to 20,Sexual offences,,,0.66594833
2003,Male,18 to 20,Robbery,,,3.263146819
2003,Male,18 to 20,Drug offences,,,1.385172527
2003,Male,18 to 20,Offence not recorded,,,1.278620794
2003,Male,18 to 20,Burglary,,,3.636077884
2003,Male,18 to 20,Theft and handling,,,3.356379585
2003,Male,18 to 20,Fraud and forgery,,,0.199784499
2003,Male,18 to 20,Motoring offences,,,1.038879395
2003,Male,18 to 20,Other offences,,,3.076681286
2003,Male,15 to 17,,,,20.77339535
2003,Male,15 to 17,Violence against the person,,,3.55242655
2003,Male,15 to 17,Sexual offences,,,0.726632703
2003,Male,15 to 17,Robbery,,,4.279059253
2003,Male,15 to 17,Drug offences,,,0.645895736
2003,Male,15 to 17,Offence not recorded,,,0.888106637
2003,Male,15 to 17,Burglary,,,2.825793846
2003,Male,15 to 17,Theft and handling,,,2.17989811
2003,Male,15 to 17,Fraud and forgery,,,0.080736967
2003,Male,15 to 17,Motoring offences,,,0.645895736
2003,Male,15 to 17,Other offences,,,2.462477495
2003,Female,,,,,23.3297062
2003,Female,,Violence against the person,,,3.003264418
2003,Female,,Sexual offences,,,0.087051143
2003,Female,,Robbery,,,2.546245919
2003,Female,,Drug offences,,,3.721436344
2003,Female,,Offence not recorded,,,1.284004353
2003,Female,,Burglary,,,2.198041349
2003,Female,,Theft and handling,,,5.98476605
2003,Female,,Fraud and forgery,,,0.718171926
2003,Female,,Motoring offences,,,0.261153428
2003,Female,,Other offences,,,3.503808487
2003,Female,21 and over,,,,22.54879854
2003,Female,21 and over,Violence against the person,,,2.867618945
2003,Female,21 and over,Sexual offences,,,0.073528691
2003,Female,21 and over,Robbery,,,2.450956363
2003,Female,21 and over,Drug offences,,,3.627415417
2003,Female,21 and over,Offence not recorded,,,1.274497309
2003,Female,21 and over,Burglary,,,2.009784218
2003,Female,21 and over,Theft and handling,,,5.955823963
2003,Female,21 and over,Fraud and forgery,,,0.759796473
2003,Female,21 and over,Motoring offences,,,0.2696052
2003,Female,21 and over,Other offences,,,3.284281527
2003,Female,18 to 20,,,,30.23016146
2003,Female,18 to 20,Violence against the person,,,4.122294744
2003,Female,18 to 20,Robbery,,,3.206229245
2003,Female,18 to 20,Drug offences,,,4.809343868
2003,Female,18 to 20,Offence not recorded,,,1.374098248
2003,Female,18 to 20,Burglary,,,4.122294744
2003,Female,18 to 20,Theft and handling,,,6.412458491
2003,Female,18 to 20,Fraud and forgery,,,0.458032749
2003,Female,18 to 20,Other offences,,,5.725409367
2003,Female,15 to 17,,,,25.54278416
2003,Female,15 to 17,Violence against the person,,,3.831417625
2003,Female,15 to 17,Sexual offences,,,1.277139208
2003,Female,15 to 17,Robbery,,,3.831417625
2003,Female,15 to 17,Drug offences,,,2.554278416
2003,Female,15 to 17,Offence not recorded,,,2.554278416
2003,Female,15 to 17,Burglary,,,2.554278416
2003,Female,15 to 17,Theft and handling,,,5.108556833
2003,Female,15 to 17,Motoring offences,,,1.277139208
2003,Female,15 to 17,Other offences,,,3.831417625
2004,,,,,,16.77451402
2004,,,Violence against the person,,,3.647567393
2004,,,Sexual offences,,,0.836376329
2004,,,Robbery,,,1.619052733
2004,,,Drug offences,,,2.012404683
2004,,,Offence not recorded,,,1.478090431
2004,,,Burglary,,,2.048652132
2004,,,Theft and handling,,,1.945279777
2004,,,Fraud and forgery,,,0.410804425
2004,,,Motoring offences,,,0.420201912
2004,,,Other offences,,,2.3574267
2004,,21 and over,,,,15.80249502
2004,,21 and over,Violence against the person,,,3.390347838
2004,,21 and over,Sexual offences,,,0.845260554
2004,,21 and over,Robbery,,,1.150795103
2004,,21 and over,Drug offences,,,2.103070297
2004,,21 and over,Offence not recorded,,,1.530774618
2004,,21 and over,Burglary,,,1.895244766
2004,,21 and over,Theft and handling,,,1.848716662
2004,,21 and over,Fraud and forgery,,,0.437364177
2004,,21 and over,Motoring offences,,,0.370673894
2004,,21 and over,Other offences,,,2.231798051
2004,,18 to 20,,,,23.21610236
2004,,18 to 20,Violence against the person,,,5.299889736
2004,,18 to 20,Sexual offences,,,0.723887379
2004,,18 to 20,Robbery,,,4.162352427
2004,,18 to 20,Drug offences,,,1.460701318
2004,,18 to 20,Offence not recorded,,,1.292656033
2004,,18 to 20,Burglary,,,3.231640083
2004,,18 to 20,Theft and handling,,,2.70165111
2004,,18 to 20,Fraud and forgery,,,0.271457767
2004,,18 to 20,Motoring offences,,,0.749740499
2004,,18 to 20,Other offences,,,3.335052566
2004,,15 to 17,,,,22.41915915
2004,,15 to 17,Violence against the person,,,5.319055406
2004,,15 to 17,Sexual offences,,,0.967100983
2004,,15 to 17,Robbery,,,6.242197253
2004,,15 to 17,Drug offences,,,1.274814932
2004,,15 to 17,Offence not recorded,,,0.615427898
2004,,15 to 17,Burglary,,,2.329834186
2004,,15 to 17,Theft and handling,,,2.153997644
2004,,15 to 17,Fraud and forgery,,,0.131877407
2004,,15 to 17,Motoring offences,,,0.703346169
2004,,15 to 17,Other offences,,,2.593589
2004,Male,,,,,16.48295162
2004,Male,,Violence against the person,,,3.682391913
2004,Male,,Sexual offences,,,0.879547661
2004,Male,,Robbery,,,1.613455937
2004,Male,,Drug offences,,,1.870466617
2004,Male,,Offence not recorded,,,1.490661945
2004,Male,,Burglary,,,2.07179165
2004,Male,,Theft and handling,,,1.763378834
2004,Male,,Fraud and forgery,,,0.381232509
2004,Male,,Motoring offences,,,0.439773831
2004,Male,,Other offences,,,2.290250728
2004,Male,21 and over,,,,15.47813659
2004,Male,21 and over,Violence against the person,,,3.425814346
2004,Male,21 and over,Sexual offences,,,0.890744782
2004,Male,21 and over,Robbery,,,1.118801887
2004,Male,21 and over,Drug offences,,,1.973189739
2004,Male,21 and over,Offence not recorded,,,1.546822107
2004,Male,21 and over,Burglary,,,1.913696581
2004,Male,21 and over,Theft and handling,,,1.657545484
2004,Male,21 and over,Fraud and forgery,,,0.408189167
2004,Male,21 and over,Motoring offences,,,0.386705527
2004,Male,21 and over,Other offences,,,2.156626976
2004,Male,18 to 20,,,,23.02405311
2004,Male,18 to 20,Violence against the person,,,5.349987444
2004,Male,18 to 20,Sexual offences,,,0.750635993
2004,Male,18 to 20,Robbery,,,4.271801199
2004,Male,18 to 20,Drug offences,,,1.228313444
2004,Male,18 to 20,Offence not recorded,,,1.310201007
2004,Male,18 to 20,Burglary,,,3.316446298
2004,Male,18 to 20,Theft and handling,,,2.524866523
2004,Male,18 to 20,Fraud and forgery,,,0.218366834
2004,Male,18 to 20,Motoring offences,,,0.791579775
2004,Male,18 to 20,Other offences,,,3.275502517
2004,Male,15 to 17,,,,22.34123391
2004,Male,15 to 17,Violence against the person,,,5.187170399
2004,Male,15 to 17,Sexual offences,,,1.001032884
2004,Male,15 to 17,Robbery,,,6.415710756
2004,Male,15 to 17,Drug offences,,,1.183038863
2004,Male,15 to 17,Offence not recorded,,,0.591519431
2004,Male,15 to 17,Burglary,,,2.229573241
2004,Male,15 to 17,Theft and handling,,,2.184071747
2004,Male,15 to 17,Fraud and forgery,,,0.136504484
2004,Male,15 to 17,Motoring offences,,,0.728023916
2004,Male,15 to 17,Other offences,,,2.684588189
2004,Female,,,,,21.36118598
2004,Female,,Violence against the person,,,3.099730458
2004,Female,,Sexual offences,,,0.157232704
2004,Female,,Robbery,,,1.707097934
2004,Female,,Drug offences,,,4.222821204
2004,Female,,Offence not recorded,,,1.257861635
2004,Female,,Burglary,,,1.684636119
2004,Female,,Theft and handling,,,4.806828392
2004,Female,,Fraud and forgery,,,0.876010782
2004,Female,,Motoring offences,,,0.112309075
2004,Female,,Other offences,,,3.414195867
2004,Female,21 and over,,,,20.77660111
2004,Female,21 and over,Violence against the person,,,2.849218356
2004,Female,21 and over,Sexual offences,,,0.15128593
2004,Female,21 and over,Robbery,,,1.638930913
2004,Female,21 and over,Drug offences,,,4.084720121
2004,Female,21 and over,Offence not recorded,,,1.285930408
2004,Female,21 and over,Burglary,,,1.613716591
2004,Female,21 and over,Theft and handling,,,4.765506808
2004,Female,21 and over,Fraud and forgery,,,0.882501261
2004,Female,21 and over,Motoring offences,,,0.126071609
2004,Female,21 and over,Other offences,,,3.378719112
2004,Female,18 to 20,,,,26.65623242
2004,Female,18 to 20,Violence against the person,,,4.401946639
2004,Female,18 to 20,Sexual offences,,,0.244552591
2004,Female,18 to 20,Robbery,,,2.200973319
2004,Female,18 to 20,Drug offences,,,5.624709594
2004,Female,18 to 20,Offence not recorded,,,0.978210364
2004,Female,18 to 20,Burglary,,,1.711868137
2004,Female,18 to 20,Theft and handling,,,5.869262185
2004,Female,18 to 20,Fraud and forgery,,,0.978210364
2004,Female,18 to 20,Other offences,,,4.401946639
2004,Female,15 to 17,,,,23.3463035
2004,Female,15 to 17,Violence against the person,,,9.079118029
2004,Female,15 to 17,Robbery,,,2.594033722
2004,Female,15 to 17,Drug offences,,,3.891050584
2004,Female,15 to 17,Offence not recorded,,,1.297016861
2004,Female,15 to 17,Burglary,,,5.188067445
2004,Female,15 to 17,Theft and handling,,,1.297016861
2005,,,,,,16.88410553
2005,,,Violence against the person,,,3.808898806
2005,,,Sexual offences,,,1.005381284
2005,,,Robbery,,,1.456884106
2005,,,Drug offences,,,2.401890012
2005,,,Offence not recorded,,,0.952880956
2005,,,Burglary,,,1.983199895
2005,,,Theft and handling,,,1.779761124
2005,,,Fraud and forgery,,,0.733692086
2005,,,Motoring offences,,,0.326814543
2005,,,Other offences,,,2.433390209
2005,,21 and over,,,,15.93905854
2005,,21 and over,Violence against the person,,,3.569937313
2005,,21 and over,Sexual offences,,,1.01284481
2005,,21 and over,Robbery,,,1.034040367
2005,,21 and over,Drug offences,,,2.511673453
2005,,21 and over,Offence not recorded,,,0.97650957
2005,,21 and over,Burglary,,,1.810706118
2005,,21 and over,Theft and handling,,,1.662337222
2005,,21 and over,Fraud and forgery,,,0.782721625
2005,,21 and over,Motoring offences,,,0.287653982
2005,,21 and over,Other offences,,,2.292148046
2005,,18 to 20,,,,23.68397133
2005,,18 to 20,Violence against the person,,,5.568933799
2005,,18 to 20,Sexual offences,,,0.870545973
2005,,18 to 20,Robbery,,,3.827841853
2005,,18 to 20,Drug offences,,,1.88191556
2005,,18 to 20,Offence not recorded,,,0.92175456
2005,,18 to 20,Burglary,,,3.392568866
2005,,18 to 20,Theft and handling,,,2.714055093
2005,,18 to 20,Fraud and forgery,,,0.358460107
2005,,18 to 20,Motoring offences,,,0.65290948
2005,,18 to 20,Other offences,,,3.482183893
2005,,15 to 17,,,,20.88310617
2005,,15 to 17,Violence against the person,,,4.726628968
2005,,15 to 17,Sexual offences,,,1.246111273
2005,,15 to 17,Robbery,,,5.500077345
2005,,15 to 17,Drug offences,,,1.031264502
2005,,15 to 17,Offence not recorded,,,0.386724188
2005,,15 to 17,Burglary,,,2.191437067
2005,,15 to 17,Theft and handling,,,1.976590296
2005,,15 to 17,Fraud and forgery,,,0.644540314
2005,,15 to 17,Motoring offences,,,0.30078548
2005,,15 to 17,Other offences,,,2.878946735
2005,Male,,,,,16.55086779
2005,Male,,Violence against the person,,,3.840895139
2005,Male,,Sexual offences,,,1.063117361
2005,Male,,Robbery,,,1.463530331
2005,Male,,Drug offences,,,2.269936938
2005,Male,,Offence not recorded,,,0.909648976
2005,Male,,Burglary,,,2.004855182
2005,Male,,Theft and handling,,,1.656063396
2005,Male,,Fraud and forgery,,,0.645962386
2005,Male,,Motoring offences,,,0.343211117
2005,Male,,Other offences,,,2.353646967
2005,Male,21 and over,,,,15.58176045
2005,Male,21 and over,Violence against the person,,,3.58536937
2005,Male,21 and over,Sexual offences,,,1.072546393
2005,Male,21 and over,Robbery,,,1.028999396
2005,Male,21 and over,Drug offences,,,2.39347195
2005,Male,21 and over,Offence not recorded,,,0.92900259
2005,Male,21 and over,Burglary,,,1.828973849
2005,Male,21 and over,Theft and handling,,,1.525757726
2005,Male,21 and over,Fraud and forgery,,,0.693526239
2005,Male,21 and over,Motoring offences,,,0.301603271
2005,Male,21 and over,Other offences,,,2.222509668
2005,Male,18 to 20,,,,23.32906106
2005,Male,18 to 20,Violence against the person,,,5.700862407
2005,Male,18 to 20,Sexual offences,,,0.916450694
2005,Male,18 to 20,Robbery,,,3.867961019
2005,Male,18 to 20,Drug offences,,,1.617265931
2005,Male,18 to 20,Offence not recorded,,,0.889496262
2005,Male,18 to 20,Burglary,,,3.423212887
2005,Male,18 to 20,Theft and handling,,,2.641534354
2005,Male,18 to 20,Fraud and forgery,,,0.283021538
2005,Male,18 to 20,Motoring offences,,,0.687338021
2005,Male,18 to 20,Other offences,,,3.288440727
2005,Male,15 to 17,,,,20.89544293
2005,Male,15 to 17,Violence against the person,,,4.746947757
2005,Male,15 to 17,Sexual offences,,,1.286555934
2005,Male,15 to 17,Robbery,,,5.545499716
2005,Male,15 to 17,Drug offences,,,1.020371948
2005,Male,15 to 17,Offence not recorded,,,0.39927598
2005,Male,15 to 17,Burglary,,,2.173835889
2005,Male,15 to 17,Theft and handling,,,1.996379898
2005,Male,15 to 17,Fraud and forgery,,,0.532367973
2005,Male,15 to 17,Motoring offences,,,0.310547984
2005,Male,15 to 17,Other offences,,,2.839295855
2005,Female,,,,,22.17545414
2005,Female,,Violence against the person,,,3.322995126
2005,Female,,Sexual offences,,,0.088613203
2005,Female,,Robbery,,,1.351351351
2005,Female,,Drug offences,,,4.497120071
2005,Female,,Offence not recorded,,,1.639344262
2005,Female,,Burglary,,,1.639344262
2005,Female,,Theft and handling,,,3.743907842
2005,Female,,Fraud and forgery,,,2.126716881
2005,Female,,Motoring offences,,,0.066459903
2005,Female,,Other offences,,,3.699601241
2005,Female,21 and over,,,,21.40962767
2005,Female,21 and over,Violence against the person,,,3.333679048
2005,Female,21 and over,Sexual offences,,,0.098775676
2005,Female,21 and over,Robbery,,,1.111226349
2005,Female,21 and over,Drug offences,,,4.321435803
2005,Female,21 and over,Offence not recorded,,,1.679186484
2005,Female,21 and over,Burglary,,,1.53102297
2005,Female,21 and over,Theft and handling,,,3.753475669
2005,Female,21 and over,Fraud and forgery,,,2.148370942
2005,Female,21 and over,Motoring offences,,,0.074081757
2005,Female,21 and over,Other offences,,,3.358372967
2005,Female,18 to 20,,,,30.41611287
2005,Female,18 to 20,Violence against the person,,,3.067171046
2005,Female,18 to 20,Robbery,,,3.322768633
2005,Female,18 to 20,Drug offences,,,6.901134853
2005,Female,18 to 20,Offence not recorded,,,1.533585523
2005,Female,18 to 20,Burglary,,,2.555975872
2005,Female,18 to 20,Theft and handling,,,4.089561395
2005,Female,18 to 20,Fraud and forgery,,,1.78918311
2005,Female,18 to 20,Other offences,,,7.15673244
2005,Female,15 to 17,,,,20.50300711
2005,Female,15 to 17,Violence against the person,,,4.100601422
2005,Female,15 to 17,Robbery,,,4.100601422
2005,Female,15 to 17,Drug offences,,,1.366867141
2005,Female,15 to 17,Burglary,,,2.733734281
2005,Female,15 to 17,Theft and handling,,,1.366867141
2005,Female,15 to 17,Fraud and forgery,,,2.733734281
2005,Female,15 to 17,Other offences,,,4.100601422
2006,,,,,,16.75643097
2006,,,Violence against the person,,,3.981688082
2006,,,Sexual offences,,,1.148983099
2006,,,Robbery,,,1.687568926
2006,,,Drug offences,,,2.013285117
2006,,,Offence not recorded,,,1.007924906
2006,,,Burglary,,,1.790156703
2006,,,Theft and handling,,,1.631145649
2006,,,Fraud and forgery,,,0.618091354
2006,,,Motoring offences,,,0.291092816
2006,,,Other offences,,,2.586494319
2006,,21 and over,,,,15.66051173
2006,,21 and over,Violence against the person,,,3.64824628
2006,,21 and over,Sexual offences,,,1.153402537
2006,,21 and over,Robbery,,,1.175611829
2006,,21 and over,Drug offences,,,2.055099772
2006,,21 and over,Offence not recorded,,,1.014224311
2006,,21 and over,Burglary,,,1.659774383
2006,,21 and over,Theft and handling,,,1.587224031
2006,,21 and over,Fraud and forgery,,,0.654433789
2006,,21 and over,Motoring offences,,,0.282798312
2006,,21 and over,Other offences,,,2.431177107
2006,,18 to 20,,,,23.94159052
2006,,18 to 20,Violence against the person,,,5.897928353
2006,,18 to 20,Sexual offences,,,1.037135706
2006,,18 to 20,Robbery,,,4.810810203
2006,,18 to 20,Drug offences,,,1.961810914
2006,,18 to 20,Offence not recorded,,,1.012144484
2006,,18 to 20,Burglary,,,2.58659146
2006,,18 to 20,Theft and handling,,,1.986802136
2006,,18 to 20,Fraud and forgery,,,0.41235516
2006,,18 to 20,Motoring offences,,,0.387363938
2006,,18 to 20,Other offences,,,3.836152551
2006,,15 to 17,,,,23.52545791
2006,,15 to 17,Violence against the person,,,6.967470112
2006,,15 to 17,Sexual offences,,,1.393494022
2006,,15 to 17,Robbery,,,5.614961208
2006,,15 to 17,Drug offences,,,0.983642839
2006,,15 to 17,Offence not recorded,,,0.860687484
2006,,15 to 17,Burglary,,,2.827973163
2006,,15 to 17,Theft and handling,,,1.68038985
2006,,15 to 17,Fraud and forgery,,,0.327880946
2006,,15 to 17,Motoring offences,,,0.163940473
2006,,15 to 17,Other offences,,,2.746002926
2006,Male,,,,,16.54674302
2006,Male,,Violence against the person,,,4.05473415
2006,Male,,Sexual offences,,,1.205130646
2006,Male,,Robbery,,,1.697520369
2006,Male,,Drug offences,,,1.913790993
2006,Male,,Offence not recorded,,,0.9562154
2006,Male,,Burglary,,,1.825378474
2006,Male,,Theft and handling,,,1.486690515
2006,Male,,Fraud and forgery,,,0.56447993
2006,Male,,Motoring offences,,,0.304683143
2006,Male,,Other offences,,,2.540839783
2006,Male,21 and over,,,,15.42986651
2006,Male,21 and over,Violence against the person,,,3.727218596
2006,Male,21 and over,Sexual offences,,,1.210401647
2006,Male,21 and over,Robbery,,,1.174199777
2006,Male,21 and over,Drug offences,,,1.959622953
2006,Male,21 and over,Offence not recorded,,,0.955414564
2006,Male,21 and over,Burglary,,,1.692043915
2006,Male,21 and over,Theft and handling,,,1.427612866
2006,Male,21 and over,Fraud and forgery,,,0.596543855
2006,Male,21 and over,Motoring offences,,,0.295910936
2006,Male,21 and over,Other offences,,,2.390897402
2006,Male,18 to 20,,,,23.72633439
2006,Male,18 to 20,Violence against the person,,,5.934866157
2006,Male,18 to 20,Sexual offences,,,1.089809493
2006,Male,18 to 20,Robbery,,,4.831926429
2006,Male,18 to 20,Drug offences,,,1.811972411
2006,Male,18 to 20,Offence not recorded,,,0.984767615
2006,Male,18 to 20,Burglary,,,2.626046972
2006,Male,18 to 20,Theft and handling,,,1.91701429
2006,Male,18 to 20,Fraud and forgery,,,0.367646576
2006,Male,18 to 20,Motoring offences,,,0.407037281
2006,Male,18 to 20,Other offences,,,3.742116935
2006,Male,15 to 17,,,,23.41396738
2006,Male,15 to 17,Violence against the person,,,6.792159907
