Year,Sex,Age,Unintentional poisoning category,Value
2015,,85 to 89,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.148685903
2015,,90 and over,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.984008888
2015,Male,,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.190691023
2015,Male,Under 1,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2015,Male,1 to 4,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2015,Male,5 to 9,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2015,Male,10 to 14,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2015,Male,15 to 19,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.572619292
2015,Male,20 to 24,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.514647644
2015,Male,25 to 29,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.503347766
2015,Male,30 to 34,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.513190273
2015,Male,35 to 39,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.550864334
2015,Male,40 to 44,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.580433808
2015,Male,45 to 49,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",2.467364174
2015,Male,50 to 54,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",2.511285718
2015,Male,55 to 59,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.164109119
2015,Male,60 to 64,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",3.304806246
2015,Male,65 to 69,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.922404082
2015,Male,70 to 74,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",2.600502937
2015,Male,75 to 79,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.13056819
2015,Male,80 to 84,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.645172488
2015,Male,85 to 89,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",3.01713734
2015,Male,90 and over,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2015,Female,,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.091012018
2015,Female,Under 1,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2015,Female,1 to 4,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2015,Female,5 to 9,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2015,Female,10 to 14,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2015,Female,15 to 19,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.604990323
2015,Female,20 to 24,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2015,Female,25 to 29,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.017125857
2015,Female,30 to 34,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.50984043
2015,Female,35 to 39,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.09513192
2015,Female,40 to 44,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.518639112
2015,Female,45 to 49,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",2.407312452
2015,Female,50 to 54,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.961125588
2015,Female,55 to 59,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",3.414047097
2015,Female,60 to 64,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.902714222
2015,Female,65 to 69,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.815678383
2015,Female,70 to 74,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.790258952
2015,Female,75 to 79,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.932072205
2015,Female,80 to 84,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2015,Female,85 to 89,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2015,Female,90 and over,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",2.813731007
2015,,,Exposure to other drugs acting on the autonomic nervous system,0.190030604
2015,,Under 1,Exposure to other drugs acting on the autonomic nervous system,0
2015,,1 to 4,Exposure to other drugs acting on the autonomic nervous system,0
2015,,5 to 9,Exposure to other drugs acting on the autonomic nervous system,0
2015,,10 to 14,Exposure to other drugs acting on the autonomic nervous system,0
2015,,15 to 19,Exposure to other drugs acting on the autonomic nervous system,0.588359888
2015,,20 to 24,Exposure to other drugs acting on the autonomic nervous system,0
2015,,25 to 29,Exposure to other drugs acting on the autonomic nervous system,0.252970954
2015,,30 to 34,Exposure to other drugs acting on the autonomic nervous system,0.255754934
2015,,35 to 39,Exposure to other drugs acting on the autonomic nervous system,1.373025486
2015,,40 to 44,Exposure to other drugs acting on the autonomic nervous system,0
2015,,45 to 49,Exposure to other drugs acting on the autonomic nervous system,0
2015,,50 to 54,Exposure to other drugs acting on the autonomic nervous system,0.248098511
2015,,55 to 59,Exposure to other drugs acting on the autonomic nervous system,0
2015,,60 to 64,Exposure to other drugs acting on the autonomic nervous system,0
2015,,65 to 69,Exposure to other drugs acting on the autonomic nervous system,0
2015,,70 to 74,Exposure to other drugs acting on the autonomic nervous system,0
2015,,75 to 79,Exposure to other drugs acting on the autonomic nervous system,0
2015,,80 to 84,Exposure to other drugs acting on the autonomic nervous system,0
2015,,85 to 89,Exposure to other drugs acting on the autonomic nervous system,0
2015,,90 and over,Exposure to other drugs acting on the autonomic nervous system,1.984008888
2015,Male,,Exposure to other drugs acting on the autonomic nervous system,0.070040648
2015,Male,Under 1,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,1 to 4,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,5 to 9,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,10 to 14,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,15 to 19,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,20 to 24,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,25 to 29,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,30 to 34,Exposure to other drugs acting on the autonomic nervous system,0.513190273
2015,Male,35 to 39,Exposure to other drugs acting on the autonomic nervous system,0.550864334
2015,Male,40 to 44,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,45 to 49,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,50 to 54,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,55 to 59,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,60 to 64,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,65 to 69,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,70 to 74,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,75 to 79,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,80 to 84,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,85 to 89,Exposure to other drugs acting on the autonomic nervous system,0
2015,Male,90 and over,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,,Exposure to other drugs acting on the autonomic nervous system,0.30684713
2015,Female,Under 1,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,1 to 4,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,5 to 9,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,10 to 14,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,15 to 19,Exposure to other drugs acting on the autonomic nervous system,1.209980646
2015,Female,20 to 24,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,25 to 29,Exposure to other drugs acting on the autonomic nervous system,0.508562928
2015,Female,30 to 34,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,35 to 39,Exposure to other drugs acting on the autonomic nervous system,2.190263839
2015,Female,40 to 44,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,45 to 49,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,50 to 54,Exposure to other drugs acting on the autonomic nervous system,0.490281397
2015,Female,55 to 59,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,60 to 64,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,65 to 69,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,70 to 74,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,75 to 79,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,80 to 84,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,85 to 89,Exposure to other drugs acting on the autonomic nervous system,0
2015,Female,90 and over,Exposure to other drugs acting on the autonomic nervous system,2.813731007
2015,,,"Exposure to other and unspecified drugs, medicaments and biological substances",8.827785335
2015,,Under 1,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2015,,1 to 4,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2015,,5 to 9,"Exposure to other and unspecified drugs, medicaments and biological substances",0.282704213
2015,,10 to 14,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2015,,15 to 19,"Exposure to other and unspecified drugs, medicaments and biological substances",2.059259608
2015,,20 to 24,"Exposure to other and unspecified drugs, medicaments and biological substances",7.093184212
2015,,25 to 29,"Exposure to other and unspecified drugs, medicaments and biological substances",10.11883817
2015,,30 to 34,"Exposure to other and unspecified drugs, medicaments and biological substances",17.90284535
2015,,35 to 39,"Exposure to other and unspecified drugs, medicaments and biological substances",20.3207772
2015,,40 to 44,"Exposure to other and unspecified drugs, medicaments and biological substances",24.82792938
2015,,45 to 49,"Exposure to other and unspecified drugs, medicaments and biological substances",18.27726316
2015,,50 to 54,"Exposure to other and unspecified drugs, medicaments and biological substances",10.42013746
2015,,55 to 59,"Exposure to other and unspecified drugs, medicaments and biological substances",6.330029921
2015,,60 to 64,"Exposure to other and unspecified drugs, medicaments and biological substances",5.50225382
2015,,65 to 69,"Exposure to other and unspecified drugs, medicaments and biological substances",4.668794184
2015,,70 to 74,"Exposure to other and unspecified drugs, medicaments and biological substances",3.307109334
2015,,75 to 79,"Exposure to other and unspecified drugs, medicaments and biological substances",4.167385106
2015,,80 to 84,"Exposure to other and unspecified drugs, medicaments and biological substances",2.836408709
2015,,85 to 89,"Exposure to other and unspecified drugs, medicaments and biological substances",5.743429517
2015,,90 and over,"Exposure to other and unspecified drugs, medicaments and biological substances",1.984008888
2015,Male,,"Exposure to other and unspecified drugs, medicaments and biological substances",12.81743866
2015,Male,Under 1,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2015,Male,1 to 4,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2015,Male,5 to 9,"Exposure to other and unspecified drugs, medicaments and biological substances",0.552162517
2015,Male,10 to 14,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2015,Male,15 to 19,"Exposure to other and unspecified drugs, medicaments and biological substances",2.863096462
2015,Male,20 to 24,"Exposure to other and unspecified drugs, medicaments and biological substances",11.32224817
2015,Male,25 to 29,"Exposure to other and unspecified drugs, medicaments and biological substances",14.59708521
2015,Male,30 to 34,"Exposure to other and unspecified drugs, medicaments and biological substances",28.22546501
2015,Male,35 to 39,"Exposure to other and unspecified drugs, medicaments and biological substances",29.19580969
2015,Male,40 to 44,"Exposure to other and unspecified drugs, medicaments and biological substances",33.71592124
2015,Male,45 to 49,"Exposure to other and unspecified drugs, medicaments and biological substances",27.63447875
2015,Male,50 to 54,"Exposure to other and unspecified drugs, medicaments and biological substances",17.07674288
2015,Male,55 to 59,"Exposure to other and unspecified drugs, medicaments and biological substances",7.566709273
2015,Male,60 to 64,"Exposure to other and unspecified drugs, medicaments and biological substances",5.948651242
2015,Male,65 to 69,"Exposure to other and unspecified drugs, medicaments and biological substances",5.126410884
2015,Male,70 to 74,"Exposure to other and unspecified drugs, medicaments and biological substances",3.46733725
2015,Male,75 to 79,"Exposure to other and unspecified drugs, medicaments and biological substances",5.652840948
2015,Male,80 to 84,"Exposure to other and unspecified drugs, medicaments and biological substances",6.580689952
2015,Male,85 to 89,"Exposure to other and unspecified drugs, medicaments and biological substances",12.06854936
2015,Male,90 and over,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2015,Female,,"Exposure to other and unspecified drugs, medicaments and biological substances",4.943648206
2015,Female,Under 1,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2015,Female,1 to 4,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2015,Female,5 to 9,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2015,Female,10 to 14,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2015,Female,15 to 19,"Exposure to other and unspecified drugs, medicaments and biological substances",1.209980646
2015,Female,20 to 24,"Exposure to other and unspecified drugs, medicaments and biological substances",2.683275786
2015,Female,25 to 29,"Exposure to other and unspecified drugs, medicaments and biological substances",5.594192211
2015,Female,30 to 34,"Exposure to other and unspecified drugs, medicaments and biological substances",7.647606452
2015,Female,35 to 39,"Exposure to other and unspecified drugs, medicaments and biological substances",11.49888516
2015,Female,40 to 44,"Exposure to other and unspecified drugs, medicaments and biological substances",16.07781246
2015,Female,45 to 49,"Exposure to other and unspecified drugs, medicaments and biological substances",9.147787319
2015,Female,50 to 54,"Exposure to other and unspecified drugs, medicaments and biological substances",3.922251176
2015,Female,55 to 59,"Exposure to other and unspecified drugs, medicaments and biological substances",5.121070645
2015,Female,60 to 64,"Exposure to other and unspecified drugs, medicaments and biological substances",5.073904592
2015,Female,65 to 69,"Exposure to other and unspecified drugs, medicaments and biological substances",4.236582893
2015,Female,70 to 74,"Exposure to other and unspecified drugs, medicaments and biological substances",3.161035808
2015,Female,75 to 79,"Exposure to other and unspecified drugs, medicaments and biological substances",2.898108308
2015,Female,80 to 84,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2015,Female,85 to 89,"Exposure to other and unspecified drugs, medicaments and biological substances",1.85487461
2015,Female,90 and over,"Exposure to other and unspecified drugs, medicaments and biological substances",2.813731007
2015,,,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.155479585
2015,,Under 1,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,,1 to 4,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.343161125
2015,,5 to 9,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,,10 to 14,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,,15 to 19,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,,20 to 24,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.525421053
2015,,25 to 29,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.505941908
2015,,30 to 34,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,,35 to 39,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,,40 to 44,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,,45 to 49,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.243696842
2015,,50 to 54,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.496197022
2015,,55 to 59,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,,60 to 64,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,,65 to 69,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,,70 to 74,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,,75 to 79,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,,80 to 84,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,,85 to 89,Exposure to organic solvents and halogenated hydrocarbons and their vapours,1.148685903
2015,,90 and over,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.175101621
2015,Male,Under 1,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,1 to 4,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.669754234
2015,Male,5 to 9,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,10 to 14,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,15 to 19,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,20 to 24,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,25 to 29,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.503347766
2015,Male,30 to 34,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,35 to 39,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,40 to 44,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,45 to 49,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.493472835
2015,Male,50 to 54,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.502257144
2015,Male,55 to 59,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,60 to 64,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,65 to 69,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,70 to 74,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,75 to 79,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,80 to 84,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Male,85 to 89,Exposure to organic solvents and halogenated hydrocarbons and their vapours,3.01713734
2015,Male,90 and over,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.136376502
2015,Female,Under 1,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,1 to 4,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,5 to 9,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,10 to 14,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,15 to 19,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,20 to 24,Exposure to organic solvents and halogenated hydrocarbons and their vapours,1.073310314
2015,Female,25 to 29,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.508562928
2015,Female,30 to 34,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,35 to 39,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,40 to 44,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,45 to 49,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,50 to 54,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.490281397
2015,Female,55 to 59,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,60 to 64,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,65 to 69,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,70 to 74,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,75 to 79,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,80 to 84,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,85 to 89,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,Female,90 and over,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2015,,,Exposure to other gases and vapours,0.65646936
2015,,Under 1,Exposure to other gases and vapours,0
2015,,1 to 4,Exposure to other gases and vapours,0
2015,,5 to 9,Exposure to other gases and vapours,0
2015,,10 to 14,Exposure to other gases and vapours,0
2015,,15 to 19,Exposure to other gases and vapours,0.588359888
2015,,20 to 24,Exposure to other gases and vapours,0.262710526
2015,,25 to 29,Exposure to other gases and vapours,0.252970954
2015,,30 to 34,Exposure to other gases and vapours,0.255754934
2015,,35 to 39,Exposure to other gases and vapours,0.823815292
2015,,40 to 44,Exposure to other gases and vapours,1.56807975
2015,,45 to 49,Exposure to other gases and vapours,0.974787368
2015,,50 to 54,Exposure to other gases and vapours,0.744295533
2015,,55 to 59,Exposure to other gases and vapours,0.287728633
2015,,60 to 64,Exposure to other gases and vapours,1.294647958
2015,,65 to 69,Exposure to other gases and vapours,0.311252946
2015,,70 to 74,Exposure to other gases and vapours,0.413388667
2015,,75 to 79,Exposure to other gases and vapours,0.520923138
2015,,80 to 84,Exposure to other gases and vapours,4.254613064
2015,,85 to 89,Exposure to other gases and vapours,3.44605771
2015,,90 and over,Exposure to other gases and vapours,0
2015,Male,,Exposure to other gases and vapours,0.805467457
2015,Male,Under 1,Exposure to other gases and vapours,0
2015,Male,1 to 4,Exposure to other gases and vapours,0
2015,Male,5 to 9,Exposure to other gases and vapours,0
2015,Male,10 to 14,Exposure to other gases and vapours,0
2015,Male,15 to 19,Exposure to other gases and vapours,0.572619292
2015,Male,20 to 24,Exposure to other gases and vapours,0.514647644
2015,Male,25 to 29,Exposure to other gases and vapours,0.503347766
2015,Male,30 to 34,Exposure to other gases and vapours,0.513190273
2015,Male,35 to 39,Exposure to other gases and vapours,1.652593001
2015,Male,40 to 44,Exposure to other gases and vapours,1.580433808
2015,Male,45 to 49,Exposure to other gases and vapours,1.480418504
2015,Male,50 to 54,Exposure to other gases and vapours,1.506771431
2015,Male,55 to 59,Exposure to other gases and vapours,0.582054559
2015,Male,60 to 64,Exposure to other gases and vapours,0.660961249
2015,Male,65 to 69,Exposure to other gases and vapours,0.640801361
2015,Male,70 to 74,Exposure to other gases and vapours,0
2015,Male,75 to 79,Exposure to other gases and vapours,1.13056819
2015,Male,80 to 84,Exposure to other gases and vapours,4.935517464
2015,Male,85 to 89,Exposure to other gases and vapours,0
2015,Male,90 and over,Exposure to other gases and vapours,0
2015,Female,,Exposure to other gases and vapours,0.511411883
2015,Female,Under 1,Exposure to other gases and vapours,0
2015,Female,1 to 4,Exposure to other gases and vapours,0
2015,Female,5 to 9,Exposure to other gases and vapours,0
2015,Female,10 to 14,Exposure to other gases and vapours,0
2015,Female,15 to 19,Exposure to other gases and vapours,0.604990323
2015,Female,20 to 24,Exposure to other gases and vapours,0
2015,Female,25 to 29,Exposure to other gases and vapours,0
2015,Female,30 to 34,Exposure to other gases and vapours,0
2015,Female,35 to 39,Exposure to other gases and vapours,0
2015,Female,40 to 44,Exposure to other gases and vapours,1.555917335
2015,Female,45 to 49,Exposure to other gases and vapours,0.48146249
2015,Female,50 to 54,Exposure to other gases and vapours,0
2015,Female,55 to 59,Exposure to other gases and vapours,0
2015,Female,60 to 64,Exposure to other gases and vapours,1.902714222
2015,Female,65 to 69,Exposure to other gases and vapours,0
2015,Female,70 to 74,Exposure to other gases and vapours,0.790258952
2015,Female,75 to 79,Exposure to other gases and vapours,0
2015,Female,80 to 84,Exposure to other gases and vapours,3.738806947
2015,Female,85 to 89,Exposure to other gases and vapours,5.564623831
2015,Female,90 and over,Exposure to other gases and vapours,0
2015,,,Exposure to pesticides,0
2015,,Under 1,Exposure to pesticides,0
2015,,1 to 4,Exposure to pesticides,0
2015,,5 to 9,Exposure to pesticides,0
2015,,10 to 14,Exposure to pesticides,0
2015,,15 to 19,Exposure to pesticides,0
2015,,20 to 24,Exposure to pesticides,0
2015,,25 to 29,Exposure to pesticides,0
2015,,30 to 34,Exposure to pesticides,0
2015,,35 to 39,Exposure to pesticides,0
2015,,40 to 44,Exposure to pesticides,0
2015,,45 to 49,Exposure to pesticides,0
2015,,50 to 54,Exposure to pesticides,0
2015,,55 to 59,Exposure to pesticides,0
2015,,60 to 64,Exposure to pesticides,0
2015,,65 to 69,Exposure to pesticides,0
2015,,70 to 74,Exposure to pesticides,0
2015,,75 to 79,Exposure to pesticides,0
2015,,80 to 84,Exposure to pesticides,0
2015,,85 to 89,Exposure to pesticides,0
2015,,90 and over,Exposure to pesticides,0
2015,Male,,Exposure to pesticides,0
2015,Male,Under 1,Exposure to pesticides,0
2015,Male,1 to 4,Exposure to pesticides,0
2015,Male,5 to 9,Exposure to pesticides,0
2015,Male,10 to 14,Exposure to pesticides,0
2015,Male,15 to 19,Exposure to pesticides,0
2015,Male,20 to 24,Exposure to pesticides,0
2015,Male,25 to 29,Exposure to pesticides,0
