Year,Country,Cause of death,Sex,Age,GeoCode,Value
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,30 to 34,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Male,30 to 34,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Male,30 to 34,W92000004,0.0
2013,Wales,,Female,30 to 34,W92000004,23.09367233
2013,Wales,Malignant neoplasms (C00-C97),Female,30 to 34,W92000004,17.59517892
2013,Wales,Diabetes mellitus (E10-E14),Female,30 to 34,W92000004,0.0
2013,Wales,IX diseases of the circulatory system (I00-I99),Female,30 to 34,W92000004,5.49849341299999
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Female,30 to 34,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Female,30 to 34,W92000004,0.0
2013,Wales,Lung diseases due to external agents (J60-J70),Female,30 to 34,W92000004,0.0
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,30 to 34,W92000004,0.0
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,30 to 34,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),Female,30 to 34,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,30 to 34,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Female,30 to 34,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Female,30 to 34,W92000004,0.0
2013,England,,,35 to 39,E92000001,34.34076127
2013,England,Malignant neoplasms (C00-C97),,35 to 39,E92000001,19.64873289
2013,England,Diabetes mellitus (E10-E14),,35 to 39,E92000001,0.860745097
2013,England,IX diseases of the circulatory system (I00-I99),,35 to 39,E92000001,12.34724001
2013,England,Other diseases of upper respiratory tract (J30-J39),,35 to 39,E92000001,0.0
2013,England,Chronic lower respiratory diseases (J40-J47),,35 to 39,E92000001,0.831064230999999
2013,England,Lung diseases due to external agents (J60-J70),,35 to 39,E92000001,0.207766058
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),,35 to 39,E92000001,0.237446923
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,35 to 39,E92000001,0.148404327
2013,England,Other diseases of pleura (J90-J94),,35 to 39,E92000001,0.029680865
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,35 to 39,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",,35 to 39,E92000001,0.0
2013,England,Other respiratory disorders (J98),,35 to 39,E92000001,0.029680865
2013,England,,Male,35 to 39,E92000001,36.04064385
2013,England,Malignant neoplasms (C00-C97),Male,35 to 39,E92000001,16.11718562
2013,England,Diabetes mellitus (E10-E14),Male,35 to 39,E92000001,0.951568155
2013,England,IX diseases of the circulatory system (I00-I99),Male,35 to 39,E92000001,17.00928076
2013,England,Other diseases of upper respiratory tract (J30-J39),Male,35 to 39,E92000001,0.0
2013,England,Chronic lower respiratory diseases (J40-J47),Male,35 to 39,E92000001,1.070514174
2013,England,Lung diseases due to external agents (J60-J70),Male,35 to 39,E92000001,0.237892038999999
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,35 to 39,E92000001,0.356838057999999
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,35 to 39,E92000001,0.237892038999999
2013,England,Other diseases of pleura (J90-J94),Male,35 to 39,E92000001,0.05947301
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,35 to 39,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Male,35 to 39,E92000001,0.0
2013,England,Other respiratory disorders (J98),Male,35 to 39,E92000001,0.0
2013,England,,Female,35 to 39,E92000001,32.64722804
2013,England,Malignant neoplasms (C00-C97),Female,35 to 39,E92000001,23.16708922
2013,England,Diabetes mellitus (E10-E14),Female,35 to 39,E92000001,0.770261279
2013,England,IX diseases of the circulatory system (I00-I99),Female,35 to 39,E92000001,7.702612786
2013,England,Other diseases of upper respiratory tract (J30-J39),Female,35 to 39,E92000001,0.0
2013,England,Chronic lower respiratory diseases (J40-J47),Female,35 to 39,E92000001,0.592508676
2013,England,Lung diseases due to external agents (J60-J70),Female,35 to 39,E92000001,0.177752603
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,35 to 39,E92000001,0.118501735
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,35 to 39,E92000001,0.059250868
2013,England,Other diseases of pleura (J90-J94),Female,35 to 39,E92000001,0.0
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,35 to 39,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Female,35 to 39,E92000001,0.0
2013,England,Other respiratory disorders (J98),Female,35 to 39,E92000001,0.059250868
2013,,,,35 to 39,,34.69097466
2013,,Malignant neoplasms (C00-C97),,35 to 39,,19.8759211
2013,,Diabetes mellitus (E10-E14),,35 to 39,,0.876463092999999
2013,,IX diseases of the circulatory system (I00-I99),,35 to 39,,12.49666732
2013,,Other diseases of upper respiratory tract (J30-J39),,35 to 39,,0.0
2013,,Chronic lower respiratory diseases (J40-J47),,35 to 39,,0.791644084
2013,,Lung diseases due to external agents (J60-J70),,35 to 39,,0.197911021
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),,35 to 39,,0.254457027
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,35 to 39,,0.141365015
2013,,Other diseases of pleura (J90-J94),,35 to 39,,0.0282730029999999
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,35 to 39,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",,35 to 39,,0.0
2013,,Other respiratory disorders (J98),,35 to 39,,0.0282730029999999
2013,,,Male,35 to 39,,36.32833332
2013,,Malignant neoplasms (C00-C97),Male,35 to 39,,16.15222308
2013,,Diabetes mellitus (E10-E14),Male,35 to 39,,0.963465938
2013,,IX diseases of the circulatory system (I00-I99),Male,35 to 39,,17.34238689
2013,,Other diseases of upper respiratory tract (J30-J39),Male,35 to 39,,0.0
2013,,Chronic lower respiratory diseases (J40-J47),Male,35 to 39,,1.020140405
2013,,Lung diseases due to external agents (J60-J70),Male,35 to 39,,0.226697868
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,35 to 39,,0.340046802
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,35 to 39,,0.226697868
2013,,Other diseases of pleura (J90-J94),Male,35 to 39,,0.056674467
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,35 to 39,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Male,35 to 39,,0.0
2013,,Other respiratory disorders (J98),Male,35 to 39,,0.0
2013,,,Female,35 to 39,,33.06102185
2013,,Malignant neoplasms (C00-C97),Female,35 to 39,,23.58277667
2013,,Diabetes mellitus (E10-E14),Female,35 to 39,,0.789853764
2013,,IX diseases of the circulatory system (I00-I99),Female,35 to 39,,7.672865138
2013,,Other diseases of upper respiratory tract (J30-J39),Female,35 to 39,,0.0
2013,,Chronic lower respiratory diseases (J40-J47),Female,35 to 39,,0.56418126
2013,,Lung diseases due to external agents (J60-J70),Female,35 to 39,,0.169254378
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,35 to 39,,0.169254378
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,35 to 39,,0.056418126
2013,,Other diseases of pleura (J90-J94),Female,35 to 39,,0.0
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,35 to 39,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Female,35 to 39,,0.0
2013,,Other respiratory disorders (J98),Female,35 to 39,,0.056418126
2013,Wales,,,35 to 39,W92000004,41.72403722
2013,Wales,Malignant neoplasms (C00-C97),,35 to 39,W92000004,24.43836466
2013,Wales,Diabetes mellitus (E10-E14),,35 to 39,W92000004,1.192115349
2013,Wales,IX diseases of the circulatory system (I00-I99),,35 to 39,W92000004,15.49749954
2013,Wales,Other diseases of upper respiratory tract (J30-J39),,35 to 39,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),,35 to 39,W92000004,0.0
2013,Wales,Lung diseases due to external agents (J60-J70),,35 to 39,W92000004,0.0
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),,35 to 39,W92000004,0.596057675
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,35 to 39,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),,35 to 39,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,35 to 39,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",,35 to 39,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),,35 to 39,W92000004,0.0
2013,Wales,,Male,35 to 39,W92000004,42.15445392
2013,Wales,Malignant neoplasms (C00-C97),Male,35 to 39,W92000004,16.86178157
2013,Wales,Diabetes mellitus (E10-E14),Male,35 to 39,W92000004,1.204412969
2013,Wales,IX diseases of the circulatory system (I00-I99),Male,35 to 39,W92000004,24.08825938
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Male,35 to 39,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Male,35 to 39,W92000004,0.0
2013,Wales,Lung diseases due to external agents (J60-J70),Male,35 to 39,W92000004,0.0
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,35 to 39,W92000004,0.0
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,35 to 39,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),Male,35 to 39,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,35 to 39,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Male,35 to 39,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Male,35 to 39,W92000004,0.0
2013,Wales,,Female,35 to 39,W92000004,41.30232119
2013,Wales,Malignant neoplasms (C00-C97),Female,35 to 39,W92000004,31.86179063
2013,Wales,Diabetes mellitus (E10-E14),Female,35 to 39,W92000004,1.18006632
2013,Wales,IX diseases of the circulatory system (I00-I99),Female,35 to 39,W92000004,7.08039791799999
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Female,35 to 39,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Female,35 to 39,W92000004,0.0
2013,Wales,Lung diseases due to external agents (J60-J70),Female,35 to 39,W92000004,0.0
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,35 to 39,W92000004,1.18006632
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,35 to 39,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),Female,35 to 39,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,35 to 39,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Female,35 to 39,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Female,35 to 39,W92000004,0.0
2013,England,,,40 to 44,E92000001,65.19972991
2013,England,Malignant neoplasms (C00-C97),,40 to 44,E92000001,36.35986557
2013,England,Diabetes mellitus (E10-E14),,40 to 44,E92000001,1.504000245
2013,England,IX diseases of the circulatory system (I00-I99),,40 to 44,E92000001,23.98484601
2013,England,Other diseases of upper respiratory tract (J30-J39),,40 to 44,E92000001,0.026385969
2013,England,Chronic lower respiratory diseases (J40-J47),,40 to 44,E92000001,2.058105598
2013,England,Lung diseases due to external agents (J60-J70),,40 to 44,E92000001,0.448561477
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),,40 to 44,E92000001,0.31663163
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,40 to 44,E92000001,0.105543877
2013,England,Other diseases of pleura (J90-J94),,40 to 44,E92000001,0.052771938
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,40 to 44,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",,40 to 44,E92000001,0.0
2013,England,Other respiratory disorders (J98),,40 to 44,E92000001,0.3430176
2013,England,,Male,40 to 44,E92000001,69.13109983
2013,England,Malignant neoplasms (C00-C97),Male,40 to 44,E92000001,29.87869569
2013,England,Diabetes mellitus (E10-E14),Male,40 to 44,E92000001,2.077128577
2013,England,IX diseases of the circulatory system (I00-I99),Male,40 to 44,E92000001,33.44709607
2013,England,Other diseases of upper respiratory tract (J30-J39),Male,40 to 44,E92000001,0.053259707
2013,England,Chronic lower respiratory diseases (J40-J47),Male,40 to 44,E92000001,2.236907699
2013,England,Lung diseases due to external agents (J60-J70),Male,40 to 44,E92000001,0.639116485
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,40 to 44,E92000001,0.266298536
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,40 to 44,E92000001,0.106519414
2013,England,Other diseases of pleura (J90-J94),Male,40 to 44,E92000001,0.106519414
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,40 to 44,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Male,40 to 44,E92000001,0.0
2013,England,Other respiratory disorders (J98),Male,40 to 44,E92000001,0.319558243
2013,England,,Female,40 to 44,E92000001,61.33971587
2013,England,Malignant neoplasms (C00-C97),Female,40 to 44,E92000001,42.72339972
2013,England,Diabetes mellitus (E10-E14),Female,40 to 44,E92000001,0.941274412
2013,England,IX diseases of the circulatory system (I00-I99),Female,40 to 44,E92000001,14.69433944
2013,England,Other diseases of upper respiratory tract (J30-J39),Female,40 to 44,E92000001,0.0
2013,England,Chronic lower respiratory diseases (J40-J47),Female,40 to 44,E92000001,1.882548825
2013,England,Lung diseases due to external agents (J60-J70),Female,40 to 44,E92000001,0.261465115
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,40 to 44,E92000001,0.36605116
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,40 to 44,E92000001,0.104586046
2013,England,Other diseases of pleura (J90-J94),Female,40 to 44,E92000001,0.0
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,40 to 44,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Female,40 to 44,E92000001,0.0
2013,England,Other respiratory disorders (J98),Female,40 to 44,E92000001,0.36605116
2013,,,,40 to 44,,65.19529923
2013,,Malignant neoplasms (C00-C97),,40 to 44,,36.27802941
2013,,Diabetes mellitus (E10-E14),,40 to 44,,1.527232432
2013,,IX diseases of the circulatory system (I00-I99),,40 to 44,,24.06016995
2013,,Other diseases of upper respiratory tract (J30-J39),,40 to 44,,0.025036597
2013,,Chronic lower respiratory diseases (J40-J47),,40 to 44,,2.053000974
2013,,Lung diseases due to external agents (J60-J70),,40 to 44,,0.425622152999999
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),,40 to 44,,0.300439167
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,40 to 44,,0.125182986
2013,,Other diseases of pleura (J90-J94),,40 to 44,,0.050073194
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,40 to 44,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",,40 to 44,,0.0
2013,,Other respiratory disorders (J98),,40 to 44,,0.350512361
2013,,,Male,40 to 44,,69.47783915
2013,,Malignant neoplasms (C00-C97),Male,40 to 44,,29.93513885
2013,,Diabetes mellitus (E10-E14),Male,40 to 44,,2.174342855
2013,,IX diseases of the circulatory system (I00-I99),Male,40 to 44,,33.72759732
2013,,Other diseases of upper respiratory tract (J30-J39),Male,40 to 44,,0.0505661129999999
2013,,Chronic lower respiratory diseases (J40-J47),Male,40 to 44,,2.224908968
2013,,Lung diseases due to external agents (J60-J70),Male,40 to 44,,0.606793355
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,40 to 44,,0.252830565
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,40 to 44,,0.101132225999999
2013,,Other diseases of pleura (J90-J94),Male,40 to 44,,0.101132225999999
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,40 to 44,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Male,40 to 44,,0.0
2013,,Other respiratory disorders (J98),Male,40 to 44,,0.303396678
2013,,,Female,40 to 44,,60.99544567
2013,,Malignant neoplasms (C00-C97),Female,40 to 44,,42.4984528
2013,,Diabetes mellitus (E10-E14),Female,40 to 44,,0.892616278
2013,,IX diseases of the circulatory system (I00-I99),Female,40 to 44,,14.57939921
2013,,Other diseases of upper respiratory tract (J30-J39),Female,40 to 44,,0.0
2013,,Chronic lower respiratory diseases (J40-J47),Female,40 to 44,,1.884412143
2013,,Lung diseases due to external agents (J60-J70),Female,40 to 44,,0.247948966
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,40 to 44,,0.347128552999999
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,40 to 44,,0.14876938
2013,,Other diseases of pleura (J90-J94),Female,40 to 44,,0.0
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,40 to 44,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Female,40 to 44,,0.0
2013,,Other respiratory disorders (J98),Female,40 to 44,,0.396718346
2013,Wales,,,40 to 44,W92000004,65.11309116
2013,Wales,Malignant neoplasms (C00-C97),,40 to 44,W92000004,34.75962009
2013,Wales,Diabetes mellitus (E10-E14),,40 to 44,W92000004,1.958288456
2013,Wales,IX diseases of the circulatory system (I00-I99),,40 to 44,W92000004,25.45774993
2013,Wales,Other diseases of upper respiratory tract (J30-J39),,40 to 44,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),,40 to 44,W92000004,1.958288456
2013,Wales,Lung diseases due to external agents (J60-J70),,40 to 44,W92000004,0.0
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),,40 to 44,W92000004,0.0
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,40 to 44,W92000004,0.489572114
2013,Wales,Other diseases of pleura (J90-J94),,40 to 44,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,40 to 44,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",,40 to 44,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),,40 to 44,W92000004,0.489572114
2013,Wales,,Male,40 to 44,W92000004,75.9870822
2013,Wales,Malignant neoplasms (C00-C97),Male,40 to 44,W92000004,30.9947309
2013,Wales,Diabetes mellitus (E10-E14),Male,40 to 44,W92000004,3.999320116
2013,Wales,IX diseases of the circulatory system (I00-I99),Male,40 to 44,W92000004,38.99337113
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Male,40 to 44,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Male,40 to 44,W92000004,1.999660058
2013,Wales,Lung diseases due to external agents (J60-J70),Male,40 to 44,W92000004,0.0
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,40 to 44,W92000004,0.0
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,40 to 44,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),Male,40 to 44,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,40 to 44,W92000004,0.0
