Year,Industrial Sector Summary,Industrial Sector,Value
2000,Manufacturing,Repair & maintenance of aircraft  & spacecraft,0.007380582
2000,Manufacturing,Rest of repair; Installation,0.027444615
2000,"Electricity, gas, steam and air conditioning supply",,11.20151446
2000,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Electricity production,8.85744465
2000,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,2.344069812
2000,"Water supply, sewerage, waste management activities and remediation services",,8.217075428
2000,"Water supply, sewerage, waste management activities and remediation services",Natural water; water treatment and supply services,5.068687336
2000,"Water supply, sewerage, waste management activities and remediation services",Sewerage services; sewage sludge,0.529230295
2000,"Water supply, sewerage, waste management activities and remediation services","Waste collection, treatment and disposal services; materials recovery services",2.617970076
2000,"Water supply, sewerage, waste management activities and remediation services",Remediation services and other waste management services,0.001187722
2000,Construction,,2.591661068
2000,Construction,Buildings and building construction works,0.707332367
2000,Construction,Constructions and construction works for civil engineering,0.915621796
2000,Construction,Specialised construction works,0.968706906
2000,Wholesale and retail trade; repair of motor vehicles and motorcycles,,3.567584545
2000,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair services of motor vehicles and motorcycles,0.496399436
2000,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade services, except of motor vehicles and motorcycles",1.449225749
2000,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade services, except of motor vehicles and motorcycles",1.621959359
2000,Transport and storage,,18.55566441
2000,Transport and storage,Rail transport,0.554902399
2000,Transport and storage,"Buses, coaches, trams and similar public urban transport, Underground, metro other non interurban rail services, Taxis and other renting of private cars with driver, Freight transport by road and removal services, Transport via pipeline",5.472976036
2000,Transport and storage,Water transport services,3.410223833
2000,Transport and storage,Air transport services,8.140683577
2000,Transport and storage,Warehousing and support services for transportation,0.449921711
2000,Transport and storage,Postal and courier services,0.526956859
2000,Accommodation and food services,,3.376292207
2000,Accommodation and food services,Accommodation services,0.991889369
2000,Accommodation and food services,Food and beverage serving services,2.384402838
2000,Information and communication,,1.606538276
2000,Information and communication,Publishing activities,0.123954259
2000,Information and communication,"Motion picture, video and television programme production services, sound recording and music publishing",0.043730546
2000,Information and communication,Programming and broadcasting services,0.008971819
2000,Information and communication,Telecommunications services,0.696699236
2000,Information and communication,"Computer programming, consultancy and related services",0.71698154
2000,Information and communication,Information services,0.016200876
2000,Financial and insurance activities,,1.436491844
2000,Financial and insurance activities,"Financial services, except insurance and pension funding",0.890510874
2000,Financial and insurance activities,Insurance & Reinsurance,0.23377662
2000,Financial and insurance activities,Pension funding,0.010576575
2000,Financial and insurance activities,Services auxiliary to financial services and insurance services,0.301627775
2000,Real estate activities,,0.134881605
2000,Real estate activities,"Buying and selling of own real estate: renting and operating of own or leased real estate, excluding imputed rent",0.1099711
2000,Real estate activities,Real estate activities on a fee or contract basis,0.024910505
2000,"Professional, scientific and technical activities",,1.428161214
2000,"Professional, scientific and technical activities",Legal activities,0.181699662
2000,"Professional, scientific and technical activities","Accounting, bookkeeping and auditing activities: tax consultancy",0.198584621
2000,"Professional, scientific and technical activities",Services of head offices; management consulting services,0.265095365
2000,"Professional, scientific and technical activities",Architectural and engineering services; technical testing and analysis services,0.339304684
2000,"Professional, scientific and technical activities",Scientific research and development services,0.173396004
2000,"Professional, scientific and technical activities",Advertising and market research services,0.108086371
2000,"Professional, scientific and technical activities","Other professional, scientific and technical services",0.11453555
2000,"Professional, scientific and technical activities",Veterinary services,0.047458957
2000,Administrative and support service activities,,1.672375785
2000,Administrative and support service activities,Rental and leasing services,1.040772784
2000,Administrative and support service activities,Employment services,0.122047071
2000,Administrative and support service activities,"Travel agency, tour operator and other reservation services and related services",0.053486326
2000,Administrative and support service activities,Security and investigation services,0.065503336
2000,Administrative and support service activities,Services to buildings and landscape,0.1860938
2000,Administrative and support service activities,"Office administrative, office support and other business support services",0.204472469
2000,Public administration and defence; compulsory social security,,2.623968203
2000,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,2.623968203
2000,Education,,1.410645761
2000,Education,Education services,1.410645761
2000,Human health and social work activities,,1.776239548
2000,Human health and social work activities,Human health services,1.310961245
2000,Human health and social work activities,Residential care services,0.253933552
2000,Human health and social work activities,Social work services without accommodation,0.211344752
2000,"Arts, entertainment and recreation",,2.552022492
2000,"Arts, entertainment and recreation","Creative, arts and entertainment services",0.507383838
2000,"Arts, entertainment and recreation","Library, archive, museum and other cultural services",0.41714759
2000,"Arts, entertainment and recreation",Gambling and betting services,0.268389853
2000,"Arts, entertainment and recreation",Sporting services and amusement and recreation services,1.359101212
2000,Other service activities,,1.313484027
2000,Other service activities,Services furnished by membership organisations,0.450798631
2000,Other service activities,Repair services of computers and personal and household goods,0.054520821
2000,Other service activities,Other personal services,0.808164575
2000,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,,0.418648208
2000,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Services of households as employers of domestic personnel,0.418648208
2001,"Agriculture, forestry and fishing",,14.28732594
2001,"Agriculture, forestry and fishing","Products of agriculture, hunting and related services",13.11676458
2001,"Agriculture, forestry and fishing","Products of forestry, logging and related services",0.271181462
2001,"Agriculture, forestry and fishing",Fish and other fishing products; aquaculture products; support services to fishing,0.899379896
2001,Mining and quarrying,,8.637482727
2001,Mining and quarrying,Mining of coal and lignite,0.138502406
2001,Mining and quarrying,Crude petroleum and natural gas,7.612074141
2001,Mining and quarrying,Mining and quarrying of metal ores and other products and support services,0.88690618
2001,Manufacturing,,14.08965576
2001,Manufacturing,Processing and preserving of meat and production of meat products,0.223828573
2001,Manufacturing,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.123088725
2001,Manufacturing,Manufacture of vegetable and animal oils and fats,0.052054756
2001,Manufacturing,Manufacture of dairy products,0.115457263
2001,Manufacturing,"Manufacture of grain mill products, starches and starch products",0.13942676
2001,Manufacturing,Manufacture of bakery and farinaceous products,0.213548545
2001,Manufacturing,Manufacture of other food products,0.289917151
2001,Manufacturing,Manufacture of prepared animal feeds,0.090780875
2001,Manufacturing,"Manufacture of alcoholic beverages, including spirits, wine, cider, beer and malt",0.181319112
2001,Manufacturing,Manufacture of soft drinks: production of mineral waters and other bottled waters,0.056849564
2001,Manufacturing,Tobacco products,0.009435056
2001,Manufacturing,Textiles,0.329383119
2001,Manufacturing,Wearing apparel,0.062831994
2001,Manufacturing,Leather and related products,0.022417065
2001,Manufacturing,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",0.319210487
2001,Manufacturing,Paper and paper products,0.464860611
2001,Manufacturing,Printing and recording services,0.585296223
2001,Manufacturing,Manufacture of coke oven & refined petroleum products,1.889631326
2001,Manufacturing,"Manufacture of industrial gases, non-nitrogen-based inorganic chemicals, fertilisers and other nitrogen compounds,",0.680092282
2001,Manufacturing,Manufacture of petrochemicals,1.154173154
2001,Manufacturing,"Manufacture of paints, varnishes & ink",0.056397245
2001,Manufacturing,Manufacture of cleaning & toilet preparations,0.052082031
2001,Manufacturing,Manufacture of other chemical products & man-made fibres,0.142262277
2001,Manufacturing,Manufacture of dyestuffs & agro-chemicals,0.230718483
2001,Manufacturing,Basic pharmaceutical products and pharmaceutical preparations,0.294943233
2001,Manufacturing,Rubber & plastics products,0.870840768
2001,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",0.474821289
2001,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products, cement, lime, plaster, articles of concrete, cement and plaster",0.527683513
2001,Manufacturing,Manufacture of basic Iron & Steel,1.333164755
2001,Manufacturing,Manufacture of other basic metals & casting,0.654477731
2001,Manufacturing,"Fabricated metal products, except machinery and equipment, excluding weapons and ammunition",0.496924117
2001,Manufacturing,Manufacture of weapons and ammunition,0.022265914
2001,Manufacturing,"Computer, electronic, communication and optical products",0.303538998
2001,Manufacturing,Electrical equipment,0.19329761
2001,Manufacturing,Machinery and equipment n.e.c.,0.417185849
2001,Manufacturing,"Motor vehicles, trailers and semi-trailers",0.422851201
2001,Manufacturing,Building of ships and boats,0.034481936
2001,Manufacturing,Manufacture of air and spacecraft and related machinery,0.141715062
2001,Manufacturing,"Manufacture of other transport equipment, excluding ships, boats, air and spacecraft",0.021312975
2001,Manufacturing,Furniture,0.240154675
2001,Manufacturing,Other manufactured goods,0.118195611
2001,Manufacturing,Repair & maintenance of ships,0.002021798
2001,Manufacturing,Repair & maintenance of aircraft  & spacecraft,0.007525201
2001,Manufacturing,Rest of repair; Installation,0.027190849
2001,"Electricity, gas, steam and air conditioning supply",,11.84927027
2001,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Electricity production,9.415777027
2001,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,2.433493243
2001,"Water supply, sewerage, waste management activities and remediation services",,10.00875639
2001,"Water supply, sewerage, waste management activities and remediation services",Natural water; water treatment and supply services,7.152591801
2001,"Water supply, sewerage, waste management activities and remediation services",Sewerage services; sewage sludge,0.490487823
2001,"Water supply, sewerage, waste management activities and remediation services","Waste collection, treatment and disposal services; materials recovery services",2.364493473
2001,"Water supply, sewerage, waste management activities and remediation services",Remediation services and other waste management services,0.001183296
2001,Construction,,2.676093527
2001,Construction,Buildings and building construction works,0.723373751
2001,Construction,Constructions and construction works for civil engineering,0.939001031
2001,Construction,Specialised construction works,1.013718746
2001,Wholesale and retail trade; repair of motor vehicles and motorcycles,,3.541612068
2001,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair services of motor vehicles and motorcycles,0.459314735
2001,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade services, except of motor vehicles and motorcycles",1.414747589
2001,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade services, except of motor vehicles and motorcycles",1.667549744
2001,Transport and storage,,19.49938837
2001,Transport and storage,Rail transport,0.591542311
2001,Transport and storage,"Buses, coaches, trams and similar public urban transport, Underground, metro other non interurban rail services, Taxis and other renting of private cars with driver, Freight transport by road and removal services, Transport via pipeline",5.468191996
2001,Transport and storage,Water transport services,4.355257503
2001,Transport and storage,Air transport services,8.064400463
2001,Transport and storage,Warehousing and support services for transportation,0.462962295
2001,Transport and storage,Postal and courier services,0.557033798
2001,Accommodation and food services,,3.344245038
2001,Accommodation and food services,Accommodation services,0.97385042
2001,Accommodation and food services,Food and beverage serving services,2.370394619
2001,Information and communication,,1.6017569
2001,Information and communication,Publishing activities,0.105429439
2001,Information and communication,"Motion picture, video and television programme production services, sound recording and music publishing",0.041527579
2001,Information and communication,Programming and broadcasting services,0.008477815
2001,Information and communication,Telecommunications services,0.721931974
2001,Information and communication,"Computer programming, consultancy and related services",0.709585895
2001,Information and communication,Information services,0.014804198
2001,Financial and insurance activities,,1.409607493
2001,Financial and insurance activities,"Financial services, except insurance and pension funding",0.838208936
2001,Financial and insurance activities,Insurance & Reinsurance,0.256744395
2001,Financial and insurance activities,Pension funding,0.011756596
2001,Financial and insurance activities,Services auxiliary to financial services and insurance services,0.302897567
2001,Real estate activities,,0.127074832
2001,Real estate activities,"Buying and selling of own real estate: renting and operating of own or leased real estate, excluding imputed rent",0.104469137
2001,Real estate activities,Real estate activities on a fee or contract basis,0.022605695
2001,"Professional, scientific and technical activities",,1.349296885
2001,"Professional, scientific and technical activities",Legal activities,0.146718092
2001,"Professional, scientific and technical activities","Accounting, bookkeeping and auditing activities: tax consultancy",0.195232331
2001,"Professional, scientific and technical activities",Services of head offices; management consulting services,0.263183232
2001,"Professional, scientific and technical activities",Architectural and engineering services; technical testing and analysis services,0.317936121
2001,"Professional, scientific and technical activities",Scientific research and development services,0.163767402
2001,"Professional, scientific and technical activities",Advertising and market research services,0.11386101
2001,"Professional, scientific and technical activities","Other professional, scientific and technical services",0.106562408
2001,"Professional, scientific and technical activities",Veterinary services,0.042036289
2001,Administrative and support service activities,,1.562917646
2001,Administrative and support service activities,Rental and leasing services,0.979674179
2001,Administrative and support service activities,Employment services,0.107917416
2001,Administrative and support service activities,"Travel agency, tour operator and other reservation services and related services",0.048101295
2001,Administrative and support service activities,Security and investigation services,0.061908383
2001,Administrative and support service activities,Services to buildings and landscape,0.170998664
2001,Administrative and support service activities,"Office administrative, office support and other business support services",0.19431771
2001,Public administration and defence; compulsory social security,,2.6811675
2001,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,2.6811675
2001,Education,,1.378167258
2001,Education,Education services,1.378167258
2001,Human health and social work activities,,1.803235559
2001,Human health and social work activities,Human health services,1.327023786
2001,Human health and social work activities,Residential care services,0.254884569
2001,Human health and social work activities,Social work services without accommodation,0.221327204
2001,"Arts, entertainment and recreation",,2.388455214
2001,"Arts, entertainment and recreation","Creative, arts and entertainment services",0.489987019
2001,"Arts, entertainment and recreation","Library, archive, museum and other cultural services",0.362042406
2001,"Arts, entertainment and recreation",Gambling and betting services,0.268649935
2001,"Arts, entertainment and recreation",Sporting services and amusement and recreation services,1.267775855
2001,Other service activities,,1.311918492
2001,Other service activities,Services furnished by membership organisations,0.466498037
2001,Other service activities,Repair services of computers and personal and household goods,0.051813068
2001,Other service activities,Other personal services,0.793607387
2001,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,,0.430559383
2001,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Services of households as employers of domestic personnel,0.430559383
2002,"Agriculture, forestry and fishing",,12.38759152
2002,"Agriculture, forestry and fishing","Products of agriculture, hunting and related services",11.54854528
2002,"Agriculture, forestry and fishing","Products of forestry, logging and related services",0.22561657
2002,"Agriculture, forestry and fishing",Fish and other fishing products; aquaculture products; support services to fishing,0.613429672
2002,Mining and quarrying,,8.542524328
2002,Mining and quarrying,Mining of coal and lignite,0.125801735
2002,Mining and quarrying,Crude petroleum and natural gas,7.682702172
2002,Mining and quarrying,Mining and quarrying of metal ores and other products and support services,0.734020421
2002,Manufacturing,,13.89854909
2002,Manufacturing,Processing and preserving of meat and production of meat products,0.22504082
2002,Manufacturing,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.131497568
2002,Manufacturing,Manufacture of vegetable and animal oils and fats,0.058219397
2002,Manufacturing,Manufacture of dairy products,0.131928715
2002,Manufacturing,"Manufacture of grain mill products, starches and starch products",0.129481287
2002,Manufacturing,Manufacture of bakery and farinaceous products,0.220820574
2002,Manufacturing,Manufacture of other food products,0.204042441
2002,Manufacturing,Manufacture of prepared animal feeds,0.11481008
2002,Manufacturing,"Manufacture of alcoholic beverages, including spirits, wine, cider, beer and malt",0.20573972
2002,Manufacturing,Manufacture of soft drinks: production of mineral waters and other bottled waters,0.042234412
2002,Manufacturing,Tobacco products,0.013521287
2002,Manufacturing,Textiles,0.323943777
2002,Manufacturing,Wearing apparel,0.060851022
2002,Manufacturing,Leather and related products,0.025199449
2002,Manufacturing,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",0.297674013
2002,Manufacturing,Paper and paper products,0.466669766
2002,Manufacturing,Printing and recording services,0.572934764
2002,Manufacturing,Manufacture of coke oven & refined petroleum products,2.084107403
2002,Manufacturing,"Manufacture of industrial gases, non-nitrogen-based inorganic chemicals, fertilisers and other nitrogen compounds,",0.591229467
2002,Manufacturing,Manufacture of petrochemicals,1.302980261
2002,Manufacturing,"Manufacture of paints, varnishes & ink",0.040764328
2002,Manufacturing,Manufacture of cleaning & toilet preparations,0.069140437
2002,Manufacturing,Manufacture of other chemical products & man-made fibres,0.107511374
2002,Manufacturing,Manufacture of dyestuffs & agro-chemicals,0.202486941
2002,Manufacturing,Basic pharmaceutical products and pharmaceutical preparations,0.280713427
2002,Manufacturing,Rubber & plastics products,0.792905827
2002,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",0.426660236
2002,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products, cement, lime, plaster, articles of concrete, cement and plaster",0.552854462
2002,Manufacturing,Manufacture of basic Iron & Steel,1.205460229
2002,Manufacturing,Manufacture of other basic metals & casting,0.635358137
2002,Manufacturing,"Fabricated metal products, except machinery and equipment, excluding weapons and ammunition",0.469600637
2002,Manufacturing,Manufacture of weapons and ammunition,0.026688127
2002,Manufacturing,"Computer, electronic, communication and optical products",0.271589608
2002,Manufacturing,Electrical equipment,0.213001238
2002,Manufacturing,Machinery and equipment n.e.c.,0.424183755
2002,Manufacturing,"Motor vehicles, trailers and semi-trailers",0.383434535
2002,Manufacturing,Building of ships and boats,0.033465622
2002,Manufacturing,Manufacture of air and spacecraft and related machinery,0.155729551
2002,Manufacturing,"Manufacture of other transport equipment, excluding ships, boats, air and spacecraft",0.021565494
2002,Manufacturing,Furniture,0.220022197
2002,Manufacturing,Other manufactured goods,0.128481281
2002,Manufacturing,Repair & maintenance of ships,0.001977931
2002,Manufacturing,Repair & maintenance of aircraft  & spacecraft,0.007047688
2002,Manufacturing,Rest of repair; Installation,0.024979808
2002,"Electricity, gas, steam and air conditioning supply",,11.27654155
2002,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Electricity production,9.105683646
2002,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,2.170857909
2002,"Water supply, sewerage, waste management activities and remediation services",,7.294330123
2002,"Water supply, sewerage, waste management activities and remediation services",Natural water; water treatment and supply services,4.240769119
2002,"Water supply, sewerage, waste management activities and remediation services",Sewerage services; sewage sludge,0.474759194
2002,"Water supply, sewerage, waste management activities and remediation services","Waste collection, treatment and disposal services; materials recovery services",2.577802102
2002,"Water supply, sewerage, waste management activities and remediation services",Remediation services and other waste management services,0.000999708
2002,Construction,,2.483489233
2002,Construction,Buildings and building construction works,0.664667353
2002,Construction,Constructions and construction works for civil engineering,0.877358759
2002,Construction,Specialised construction works,0.941463121
2002,Wholesale and retail trade; repair of motor vehicles and motorcycles,,3.173381782
2002,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair services of motor vehicles and motorcycles,0.416781919
2002,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade services, except of motor vehicles and motorcycles",1.241682527
2002,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade services, except of motor vehicles and motorcycles",1.514917337
2002,Transport and storage,,19.28820634
2002,Transport and storage,Rail transport,0.565127483
2002,Transport and storage,"Buses, coaches, trams and similar public urban transport, Underground, metro other non interurban rail services, Taxis and other renting of private cars with driver, Freight transport by road and removal services, Transport via pipeline",5.359719834
2002,Transport and storage,Water transport services,4.614457456
2002,Transport and storage,Air transport services,7.774362585
2002,Transport and storage,Warehousing and support services for transportation,0.413053661
2002,Transport and storage,Postal and courier services,0.561485325
2002,Accommodation and food services,,3.052408143
2002,Accommodation and food services,Accommodation services,0.866444886
2002,Accommodation and food services,Food and beverage serving services,2.185963257
2002,Information and communication,,1.499645087
2002,Information and communication,Publishing activities,0.089318178
2002,Information and communication,"Motion picture, video and television programme production services, sound recording and music publishing",0.035754826
2002,Information and communication,Programming and broadcasting services,0.007251
2002,Information and communication,Telecommunications services,0.693556165
2002,Information and communication,"Computer programming, consultancy and related services",0.660478907
2002,Information and communication,Information services,0.013286012
2002,Financial and insurance activities,,1.15030148
2002,Financial and insurance activities,"Financial services, except insurance and pension funding",0.655780544
2002,Financial and insurance activities,Insurance & Reinsurance,0.213382549
2002,Financial and insurance activities,Pension funding,0.010636201
2002,Financial and insurance activities,Services auxiliary to financial services and insurance services,0.270502186
2002,Real estate activities,,0.111610632
2002,Real estate activities,"Buying and selling of own real estate: renting and operating of own or leased real estate, excluding imputed rent",0.091732124
2002,Real estate activities,Real estate activities on a fee or contract basis,0.019878507
2002,"Professional, scientific and technical activities",,1.261478135
2002,"Professional, scientific and technical activities",Legal activities,0.136939164
2002,"Professional, scientific and technical activities","Accounting, bookkeeping and auditing activities: tax consultancy",0.174932515
2002,"Professional, scientific and technical activities",Services of head offices; management consulting services,0.230118205
2002,"Professional, scientific and technical activities",Architectural and engineering services; technical testing and analysis services,0.286566931
2002,"Professional, scientific and technical activities",Scientific research and development services,0.175586054
2002,"Professional, scientific and technical activities",Advertising and market research services,0.110149746
2002,"Professional, scientific and technical activities","Other professional, scientific and technical services",0.10532066
2002,"Professional, scientific and technical activities",Veterinary services,0.041864859
2002,Administrative and support service activities,,1.51845801
2002,Administrative and support service activities,Rental and leasing services,0.963537923
2002,Administrative and support service activities,Employment services,0.095136656
2002,Administrative and support service activities,"Travel agency, tour operator and other reservation services and related services",0.043937961
2002,Administrative and support service activities,Security and investigation services,0.063244751
2002,Administrative and support service activities,Services to buildings and landscape,0.164587668
2002,Administrative and support service activities,"Office administrative, office support and other business support services",0.188013051
2002,Public administration and defence; compulsory social security,,2.447571877
2002,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,2.447571877
2002,Education,,1.191429105
2002,Education,Education services,1.191429105
2002,Human health and social work activities,,1.409040056
2002,Human health and social work activities,Human health services,1.023042739
2002,Human health and social work activities,Residential care services,0.196805376
2002,Human health and social work activities,Social work services without accommodation,0.189191941
2002,"Arts, entertainment and recreation",,2.244345337
2002,"Arts, entertainment and recreation","Creative, arts and entertainment services",0.501115997
2002,"Arts, entertainment and recreation","Library, archive, museum and other cultural services",0.336927481
2002,"Arts, entertainment and recreation",Gambling and betting services,0.260438102
2002,"Arts, entertainment and recreation",Sporting services and amusement and recreation services,1.145863757
2002,Other service activities,,1.171600682
2002,Other service activities,Services furnished by membership organisations,0.394171106
2002,Other service activities,Repair services of computers and personal and household goods,0.048069222
2002,Other service activities,Other personal services,0.729360354
2002,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,,0.428901891
2002,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Services of households as employers of domestic personnel,0.428901891
2003,"Agriculture, forestry and fishing",,12.94932154
2003,"Agriculture, forestry and fishing","Products of agriculture, hunting and related services",12.0262941
2003,"Agriculture, forestry and fishing","Products of forestry, logging and related services",0.226957483
2003,"Agriculture, forestry and fishing",Fish and other fishing products; aquaculture products; support services to fishing,0.696069957
2003,Mining and quarrying,,8.813476434
2003,Mining and quarrying,Mining of coal and lignite,0.144567914
2003,Mining and quarrying,Crude petroleum and natural gas,7.85339189
2003,Mining and quarrying,Mining and quarrying of metal ores and other products and support services,0.81551663
2003,Manufacturing,,14.2789841
2003,Manufacturing,Processing and preserving of meat and production of meat products,0.259930389
2003,Manufacturing,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.152933653
2003,Manufacturing,Manufacture of vegetable and animal oils and fats,0.01920613
2003,Manufacturing,Manufacture of dairy products,0.128980886
2003,Manufacturing,"Manufacture of grain mill products, starches and starch products",0.089501101
2003,Manufacturing,Manufacture of bakery and farinaceous products,0.244223503
2003,Manufacturing,Manufacture of other food products,0.227923872
2003,Manufacturing,Manufacture of prepared animal feeds,0.079464718
2003,Manufacturing,"Manufacture of alcoholic beverages, including spirits, wine, cider, beer and malt",0.224032773
2003,Manufacturing,Manufacture of soft drinks: production of mineral waters and other bottled waters,0.03520968
2003,Manufacturing,Tobacco products,0.008010535
2003,Manufacturing,Textiles,0.335973534
2003,Manufacturing,Wearing apparel,0.060932509
2003,Manufacturing,Leather and related products,0.018096556
2003,Manufacturing,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",0.334187121
2003,Manufacturing,Paper and paper products,0.448100586
2003,Manufacturing,Printing and recording services,0.625270239
2003,Manufacturing,Manufacture of coke oven & refined petroleum products,1.982984402
2003,Manufacturing,"Manufacture of industrial gases, non-nitrogen-based inorganic chemicals, fertilisers and other nitrogen compounds,",0.623386885
2003,Manufacturing,Manufacture of petrochemicals,1.241510304
2003,Manufacturing,"Manufacture of paints, varnishes & ink",0.035380788
2003,Manufacturing,Manufacture of cleaning & toilet preparations,0.097754574
2003,Manufacturing,Manufacture of other chemical products & man-made fibres,0.121571273
2003,Manufacturing,Manufacture of dyestuffs & agro-chemicals,0.158358299
