Year,Sex,Country,Cause of death,GeoCode,Value
2013,Male,England,Kwashiorkor,E92000001,0.0
2013,Male,England,Nutritional marasmus,E92000001,0.075375079
2013,Male,England,Marasmic kwashiorkor,E92000001,0.0
2013,Male,England,Unspecified severe protein-energy malnutrition,E92000001,0.0
2013,Male,England,Protein-energy malnutrition of moderate and mild degree,E92000001,0.0
2013,Male,England,Retarded development following protein-energy malnutrition,E92000001,0.0
2013,Male,England,Unspecified protein-energy malnutrition,E92000001,0.979876022
2013,Female,England,,E92000001,33.73354045
2013,Female,England,Cholera,E92000001,0.0
2013,Female,England,Typhoid and paratyphoid fevers,E92000001,0.0
2013,Female,England,Shigellosis,E92000001,0.0
2013,Female,England,Other bacterial intestinal infections,E92000001,13.31779688
2013,Female,England,Amoebiasis,E92000001,0.0
2013,Female,England,Other protozoal intestinal diseases,E92000001,0.036587354
2013,Female,England,Viral and other specified intestinal infections,E92000001,2.012304474
2013,Female,England,Other gastroenteritis and colitis of infectious and unspecified origin,E92000001,16.93994493
2013,Female,England,Hookworm diseases,E92000001,0.0
2013,Female,England,Ascariasis,E92000001,0.0
2013,Female,England,Trichuriasis,E92000001,0.0
2013,Female,England,Kwashiorkor,E92000001,0.0
2013,Female,England,Nutritional marasmus,E92000001,0.146349416
2013,Female,England,Marasmic kwashiorkor,E92000001,0.0
2013,Female,England,Unspecified severe protein-energy malnutrition,E92000001,0.109762062
2013,Female,England,Protein-energy malnutrition of moderate and mild degree,E92000001,0.0
2013,Female,England,Retarded development following protein-energy malnutrition,E92000001,0.0
2013,Female,England,Unspecified protein-energy malnutrition,E92000001,1.17079533
2013,,Wales,,W92000004,49.63645353
2013,,Wales,Cholera,W92000004,0.0
2013,,Wales,Typhoid and paratyphoid fevers,W92000004,0.0
2013,,Wales,Shigellosis,W92000004,0.0
2013,,Wales,Other bacterial intestinal infections,W92000004,29.84675637
2013,,Wales,Amoebiasis,W92000004,0.0
2013,,Wales,Other protozoal intestinal diseases,W92000004,0.0
2013,,Wales,Viral and other specified intestinal infections,W92000004,0.324421265
2013,,Wales,Other gastroenteritis and colitis of infectious and unspecified origin,W92000004,17.84316957
2013,,Wales,Hookworm diseases,W92000004,0.0
2013,,Wales,Ascariasis,W92000004,0.0
2013,,Wales,Trichuriasis,W92000004,0.0
2013,,Wales,Kwashiorkor,W92000004,0.0
2013,,Wales,Nutritional marasmus,W92000004,0.0
2013,,Wales,Marasmic kwashiorkor,W92000004,0.0
2013,,Wales,Unspecified severe protein-energy malnutrition,W92000004,0.324421265
2013,,Wales,Protein-energy malnutrition of moderate and mild degree,W92000004,0.0
2013,,Wales,Retarded development following protein-energy malnutrition,W92000004,0.0
2013,,Wales,Unspecified protein-energy malnutrition,W92000004,1.29768506
2013,Male,Wales,,W92000004,38.27809299
2013,Male,Wales,Cholera,W92000004,0.0
2013,Male,Wales,Typhoid and paratyphoid fevers,W92000004,0.0
2013,Male,Wales,Shigellosis,W92000004,0.0
2013,Male,Wales,Other bacterial intestinal infections,W92000004,22.43888209
2013,Male,Wales,Amoebiasis,W92000004,0.0
2013,Male,Wales,Other protozoal intestinal diseases,W92000004,0.0
2013,Male,Wales,Viral and other specified intestinal infections,W92000004,0.0
2013,Male,Wales,Other gastroenteritis and colitis of infectious and unspecified origin,W92000004,14.51927665
2013,Male,Wales,Hookworm diseases,W92000004,0.0
2013,Male,Wales,Ascariasis,W92000004,0.0
2013,Male,Wales,Trichuriasis,W92000004,0.0
2013,Male,Wales,Kwashiorkor,W92000004,0.0
2013,Male,Wales,Nutritional marasmus,W92000004,0.0
2013,Male,Wales,Marasmic kwashiorkor,W92000004,0.0
2013,Male,Wales,Unspecified severe protein-energy malnutrition,W92000004,0.0
2013,Male,Wales,Protein-energy malnutrition of moderate and mild degree,W92000004,0.0
2013,Male,Wales,Retarded development following protein-energy malnutrition,W92000004,0.0
2013,Male,Wales,Unspecified protein-energy malnutrition,W92000004,1.319934241
2013,Female,Wales,,W92000004,60.61824226
2013,Female,Wales,Cholera,W92000004,0.0
2013,Female,Wales,Typhoid and paratyphoid fevers,W92000004,0.0
2013,Female,Wales,Shigellosis,W92000004,0.0
2013,Female,Wales,Other bacterial intestinal infections,W92000004,37.00903212
2013,Female,Wales,Amoebiasis,W92000004,0.0
2013,Female,Wales,Other protozoal intestinal diseases,W92000004,0.0
2013,Female,Wales,Viral and other specified intestinal infections,W92000004,0.638086761
2013,Female,Wales,Other gastroenteritis and colitis of infectious and unspecified origin,W92000004,21.0568631
2013,Female,Wales,Hookworm diseases,W92000004,0.0
2013,Female,Wales,Ascariasis,W92000004,0.0
2013,Female,Wales,Trichuriasis,W92000004,0.0
2013,Female,Wales,Kwashiorkor,W92000004,0.0
2013,Female,Wales,Nutritional marasmus,W92000004,0.0
2013,Female,Wales,Marasmic kwashiorkor,W92000004,0.0
2013,Female,Wales,Unspecified severe protein-energy malnutrition,W92000004,0.638086761
2013,Female,Wales,Protein-energy malnutrition of moderate and mild degree,W92000004,0.0
2013,Female,Wales,Retarded development following protein-energy malnutrition,W92000004,0.0
2013,Female,Wales,Unspecified protein-energy malnutrition,W92000004,1.276173521
2014,,,,,23.35884761
2014,,,Cholera,,0.0
2014,,,Typhoid and paratyphoid fevers,,0.0
2014,,,Shigellosis,,0.0
2014,,,Other bacterial intestinal infections,,9.371409405
2014,,,Amoebiasis,,0.0
2014,,,Other protozoal intestinal diseases,,0.034837953
2014,,,Viral and other specified intestinal infections,,1.027719619
2014,,,Other gastroenteritis and colitis of infectious and unspecified origin,,11.47910557
2014,,,Hookworm diseases,,0.0
2014,,,Ascariasis,,0.0
2014,,,Trichuriasis,,0.0
2014,,,Kwashiorkor,,0.0
2014,,,Nutritional marasmus,,0.069675906
2014,,,Marasmic kwashiorkor,,0.0
2014,,,Unspecified severe protein-energy malnutrition,,0.209027718999999
2014,,,Protein-energy malnutrition of moderate and mild degree,,0.0
2014,,,Retarded development following protein-energy malnutrition,,0.0
2014,,,Unspecified protein-energy malnutrition,,1.16707143099999
2014,Male,,,,16.82305094
2014,Male,,Cholera,,0.0
2014,Male,,Typhoid and paratyphoid fevers,,0.0
2014,Male,,Shigellosis,,0.0
2014,Male,,Other bacterial intestinal infections,,7.103851344
2014,Male,,Amoebiasis,,0.0
2014,Male,,Other protozoal intestinal diseases,,0.0
2014,Male,,Viral and other specified intestinal infections,,0.742193424
2014,Male,,Other gastroenteritis and colitis of infectious and unspecified origin,,8.022757488
2014,Male,,Hookworm diseases,,0.0
2014,Male,,Ascariasis,,0.0
2014,Male,,Trichuriasis,,0.0
2014,Male,,Kwashiorkor,,0.0
2014,Male,,Nutritional marasmus,,0.070685088
2014,Male,,Marasmic kwashiorkor,,0.0
2014,Male,,Unspecified severe protein-energy malnutrition,,0.17671272
2014,Male,,Protein-energy malnutrition of moderate and mild degree,,0.0
2014,Male,,Retarded development following protein-energy malnutrition,,0.0
2014,Male,,Unspecified protein-energy malnutrition,,0.70685088
2014,Female,,,,29.71064613
2014,Female,,Cholera,,0.0
2014,Female,,Typhoid and paratyphoid fevers,,0.0
2014,Female,,Shigellosis,,0.0
2014,Female,,Other bacterial intestinal infections,,11.57513034
2014,Female,,Amoebiasis,,0.0
2014,Female,,Other protozoal intestinal diseases,,0.0686951359999999
2014,Female,,Viral and other specified intestinal infections,,1.305207576
2014,Female,,Other gastroenteritis and colitis of infectious and unspecified origin,,14.83814928
2014,Female,,Hookworm diseases,,0.0
2014,Female,,Ascariasis,,0.0
2014,Female,,Trichuriasis,,0.0
2014,Female,,Kwashiorkor,,0.0
2014,Female,,Nutritional marasmus,,0.0686951359999999
2014,Female,,Marasmic kwashiorkor,,0.0
2014,Female,,Unspecified severe protein-energy malnutrition,,0.240432974
2014,Female,,Protein-energy malnutrition of moderate and mild degree,,0.0
2014,Female,,Retarded development following protein-energy malnutrition,,0.0
2014,Female,,Unspecified protein-energy malnutrition,,1.614335686
2014,,England,,E92000001,23.01321485
2014,,England,Cholera,E92000001,0.0
2014,,England,Typhoid and paratyphoid fevers,E92000001,0.0
2014,,England,Shigellosis,E92000001,0.0
2014,,England,Other bacterial intestinal infections,E92000001,9.150054225
2014,,England,Amoebiasis,E92000001,0.0
2014,,England,Other protozoal intestinal diseases,E92000001,0.036821144
2014,,England,Viral and other specified intestinal infections,E92000001,0.97576031
2014,,England,Other gastroenteritis and colitis of infectious and unspecified origin,E92000001,11.50660743
2014,,England,Hookworm diseases,E92000001,0.0
2014,,England,Ascariasis,E92000001,0.0
2014,,England,Trichuriasis,E92000001,0.0
2014,,England,Kwashiorkor,E92000001,0.0
2014,,England,Nutritional marasmus,E92000001,0.073642288
2014,,England,Marasmic kwashiorkor,E92000001,0.0
2014,,England,Unspecified severe protein-energy malnutrition,E92000001,0.184105718999999
2014,,England,Protein-energy malnutrition of moderate and mild degree,E92000001,0.0
2014,,England,Retarded development following protein-energy malnutrition,E92000001,0.0
2014,,England,Unspecified protein-energy malnutrition,E92000001,1.086223741
2014,Male,England,,E92000001,16.65845198
2014,Male,England,Cholera,E92000001,0.0
2014,Male,England,Typhoid and paratyphoid fevers,E92000001,0.0
2014,Male,England,Shigellosis,E92000001,0.0
2014,Male,England,Other bacterial intestinal infections,E92000001,6.79784363399999
2014,Male,England,Amoebiasis,E92000001,0.0
2014,Male,England,Other protozoal intestinal diseases,E92000001,0.0
2014,Male,England,Viral and other specified intestinal infections,E92000001,0.747015784
2014,Male,England,Other gastroenteritis and colitis of infectious and unspecified origin,E92000001,8.254524413
2014,Male,England,Hookworm diseases,E92000001,0.0
2014,Male,England,Ascariasis,E92000001,0.0
2014,Male,England,Trichuriasis,E92000001,0.0
2014,Male,England,Kwashiorkor,E92000001,0.0
2014,Male,England,Nutritional marasmus,E92000001,0.074701578
2014,Male,England,Marasmic kwashiorkor,E92000001,0.0
2014,Male,England,Unspecified severe protein-energy malnutrition,E92000001,0.149403156999999
2014,Male,England,Protein-energy malnutrition of moderate and mild degree,E92000001,0.0
2014,Male,England,Retarded development following protein-energy malnutrition,E92000001,0.0
2014,Male,England,Unspecified protein-energy malnutrition,E92000001,0.634963416
2014,Female,England,,E92000001,29.19027273
2014,Female,England,Cholera,E92000001,0.0
2014,Female,England,Typhoid and paratyphoid fevers,E92000001,0.0
2014,Female,England,Shigellosis,E92000001,0.0
2014,Female,England,Other bacterial intestinal infections,E92000001,11.43648745
2014,Female,England,Amoebiasis,E92000001,0.0
2014,Female,England,Other protozoal intestinal diseases,E92000001,0.072612619
2014,Female,England,Viral and other specified intestinal infections,E92000001,1.198108209
2014,Female,England,Other gastroenteritis and colitis of infectious and unspecified origin,E92000001,14.66774898
2014,Female,England,Hookworm diseases,E92000001,0.0
2014,Female,England,Ascariasis,E92000001,0.0
2014,Female,England,Trichuriasis,E92000001,0.0
2014,Female,England,Kwashiorkor,E92000001,0.0
2014,Female,England,Nutritional marasmus,E92000001,0.072612619
2014,Female,England,Marasmic kwashiorkor,E92000001,0.0
2014,Female,England,Unspecified severe protein-energy malnutrition,E92000001,0.217837856
2014,Female,England,Protein-energy malnutrition of moderate and mild degree,E92000001,0.0
2014,Female,England,Retarded development following protein-energy malnutrition,E92000001,0.0
2014,Female,England,Unspecified protein-energy malnutrition,E92000001,1.524864993
2014,,Wales,,W92000004,29.43044648
2014,,Wales,Cholera,W92000004,0.0
2014,,Wales,Typhoid and paratyphoid fevers,W92000004,0.0
2014,,Wales,Shigellosis,W92000004,0.0
2014,,Wales,Other bacterial intestinal infections,W92000004,13.25987149
2014,,Wales,Amoebiasis,W92000004,0.0
2014,,Wales,Other protozoal intestinal diseases,W92000004,0.0
2014,,Wales,Viral and other specified intestinal infections,W92000004,1.940468998
2014,,Wales,Other gastroenteritis and colitis of infectious and unspecified origin,W92000004,10.99599099
2014,,Wales,Hookworm diseases,W92000004,0.0
2014,,Wales,Ascariasis,W92000004,0.0
2014,,Wales,Trichuriasis,W92000004,0.0
2014,,Wales,Kwashiorkor,W92000004,0.0
2014,,Wales,Nutritional marasmus,W92000004,0.0
2014,,Wales,Marasmic kwashiorkor,W92000004,0.0
2014,,Wales,Unspecified severe protein-energy malnutrition,W92000004,0.646822999
2014,,Wales,Protein-energy malnutrition of moderate and mild degree,W92000004,0.0
2014,,Wales,Retarded development following protein-energy malnutrition,W92000004,0.0
2014,,Wales,Unspecified protein-energy malnutrition,W92000004,2.587291998
2014,Male,Wales,,W92000004,19.7197818999999
2014,Male,Wales,Cholera,W92000004,0.0
2014,Male,Wales,Typhoid and paratyphoid fevers,W92000004,0.0
2014,Male,Wales,Shigellosis,W92000004,0.0
2014,Male,Wales,Other bacterial intestinal infections,W92000004,12.4891952
2014,Male,Wales,Amoebiasis,W92000004,0.0
2014,Male,Wales,Other protozoal intestinal diseases,W92000004,0.0
2014,Male,Wales,Viral and other specified intestinal infections,W92000004,0.657326063
2014,Male,Wales,Other gastroenteritis and colitis of infectious and unspecified origin,W92000004,3.94395638
2014,Male,Wales,Hookworm diseases,W92000004,0.0
2014,Male,Wales,Ascariasis,W92000004,0.0
2014,Male,Wales,Trichuriasis,W92000004,0.0
2014,Male,Wales,Kwashiorkor,W92000004,0.0
2014,Male,Wales,Nutritional marasmus,W92000004,0.0
2014,Male,Wales,Marasmic kwashiorkor,W92000004,0.0
2014,Male,Wales,Unspecified severe protein-energy malnutrition,W92000004,0.657326063
2014,Male,Wales,Protein-energy malnutrition of moderate and mild degree,W92000004,0.0
2014,Male,Wales,Retarded development following protein-energy malnutrition,W92000004,0.0
2014,Male,Wales,Unspecified protein-energy malnutrition,W92000004,1.97197819
2014,Female,Wales,,W92000004,38.83566846
2014,Female,Wales,Cholera,W92000004,0.0
2014,Female,Wales,Typhoid and paratyphoid fevers,W92000004,0.0
2014,Female,Wales,Shigellosis,W92000004,0.0
2014,Female,Wales,Other bacterial intestinal infections,W92000004,14.00630666
2014,Female,Wales,Amoebiasis,W92000004,0.0
2014,Female,Wales,Other protozoal intestinal diseases,W92000004,0.0
2014,Female,Wales,Viral and other specified intestinal infections,W92000004,3.183251513
2014,Female,Wales,Other gastroenteritis and colitis of infectious and unspecified origin,W92000004,17.82620847
2014,Female,Wales,Hookworm diseases,W92000004,0.0
2014,Female,Wales,Ascariasis,W92000004,0.0
2014,Female,Wales,Trichuriasis,W92000004,0.0
2014,Female,Wales,Kwashiorkor,W92000004,0.0
2014,Female,Wales,Nutritional marasmus,W92000004,0.0
2014,Female,Wales,Marasmic kwashiorkor,W92000004,0.0
2014,Female,Wales,Unspecified severe protein-energy malnutrition,W92000004,0.636650302999999
2014,Female,Wales,Protein-energy malnutrition of moderate and mild degree,W92000004,0.0
2014,Female,Wales,Retarded development following protein-energy malnutrition,W92000004,0.0
2014,Female,Wales,Unspecified protein-energy malnutrition,W92000004,3.183251513
2015,,,,,25.03221321
2015,,,Cholera,,0.0
2015,,,Typhoid and paratyphoid fevers,,0.0
2015,,,Shigellosis,,0.0
2015,,,Other bacterial intestinal infections,,10.38258119
2015,,,Amoebiasis,,0.034551019
2015,,,Other protozoal intestinal diseases,,0.034551019
2015,,,Viral and other specified intestinal infections,,1.226561172
2015,,,Other gastroenteritis and colitis of infectious and unspecified origin,,11.73007092
2015,,,Hookworm diseases,,0.0
2015,,,Ascariasis,,0.0
2015,,,Trichuriasis,,0.0
2015,,,Kwashiorkor,,0.0
2015,,,Nutritional marasmus,,0.051826528
2015,,,Marasmic kwashiorkor,,0.0
2015,,,Unspecified severe protein-energy malnutrition,,0.138204076
2015,,,Protein-energy malnutrition of moderate and mild degree,,0.0
2015,,,Retarded development following protein-energy malnutrition,,0.0
2015,,,Unspecified protein-energy malnutrition,,1.433867285
2015,Male,,,,17.51016211
2015,Male,,Cholera,,0.0
2015,Male,,Typhoid and paratyphoid fevers,,0.0
2015,Male,,Shigellosis,,0.0
2015,Male,,Other bacterial intestinal infections,,7.38928841
2015,Male,,Amoebiasis,,0.070040648
2015,Male,,Other protozoal intestinal diseases,,0.035020324
2015,Male,,Viral and other specified intestinal infections,,0.735426809
2015,Male,,Other gastroenteritis and colitis of infectious and unspecified origin,,8.089694895
2015,Male,,Hookworm diseases,,0.0
2015,Male,,Ascariasis,,0.0
2015,Male,,Trichuriasis,,0.0
2015,Male,,Kwashiorkor,,0.0
2015,Male,,Nutritional marasmus,,0.035020324
2015,Male,,Marasmic kwashiorkor,,0.0
2015,Male,,Unspecified severe protein-energy malnutrition,,0.070040648
2015,Male,,Protein-energy malnutrition of moderate and mild degree,,0.0
2015,Male,,Retarded development following protein-energy malnutrition,,0.0
2015,Male,,Unspecified protein-energy malnutrition,,1.08563005099999
2015,Female,,,,32.35532516
2015,Female,,Cholera,,0.0
2015,Female,,Typhoid and paratyphoid fevers,,0.0
2015,Female,,Shigellosis,,0.0
2015,Female,,Other bacterial intestinal infections,,13.29670897
2015,Female,,Amoebiasis,,0.0
2015,Female,,Other protozoal intestinal diseases,,0.034094126
2015,Female,,Viral and other specified intestinal infections,,1.704706278
2015,Female,,Other gastroenteritis and colitis of infectious and unspecified origin,,15.27416825
2015,Female,,Hookworm diseases,,0.0
2015,Female,,Ascariasis,,0.0
2015,Female,,Trichuriasis,,0.0
2015,Female,,Kwashiorkor,,0.0
2015,Female,,Nutritional marasmus,,0.0681882509999999
2015,Female,,Marasmic kwashiorkor,,0.0
2015,Female,,Unspecified severe protein-energy malnutrition,,0.204564753
2015,Female,,Protein-energy malnutrition of moderate and mild degree,,0.0
2015,Female,,Retarded development following protein-energy malnutrition,,0.0
2015,Female,,Unspecified protein-energy malnutrition,,1.772894529
2015,,England,,E92000001,24.44040463
2015,,England,Cholera,E92000001,0.0
2015,,England,Typhoid and paratyphoid fevers,E92000001,0.0
2015,,England,Shigellosis,E92000001,0.0
2015,,England,Other bacterial intestinal infections,E92000001,10.03900115
2015,,England,Amoebiasis,E92000001,0.036505459
2015,,England,Other protozoal intestinal diseases,E92000001,0.036505459
2015,,England,Viral and other specified intestinal infections,E92000001,1.241185597
2015,,England,Other gastroenteritis and colitis of infectious and unspecified origin,E92000001,11.64524134
2015,,England,Hookworm diseases,E92000001,0.0
2015,,England,Ascariasis,E92000001,0.0
2015,,England,Trichuriasis,E92000001,0.0
2015,,England,Kwashiorkor,E92000001,0.0
2015,,England,Nutritional marasmus,E92000001,0.054758188
2015,,England,Marasmic kwashiorkor,E92000001,0.0
2015,,England,Unspecified severe protein-energy malnutrition,E92000001,0.146021835
2015,,England,Protein-energy malnutrition of moderate and mild degree,E92000001,0.0
2015,,England,Retarded development following protein-energy malnutrition,E92000001,0.0
2015,,England,Unspecified protein-energy malnutrition,E92000001,1.241185597
2015,Male,England,,E92000001,17.42554354
2015,Male,England,Cholera,E92000001,0.0
2015,Male,England,Typhoid and paratyphoid fevers,E92000001,0.0
2015,Male,England,Shigellosis,E92000001,0.0
2015,Male,England,Other bacterial intestinal infections,E92000001,7.325387729
2015,Male,England,Amoebiasis,E92000001,0.073993815
2015,Male,England,Other protozoal intestinal diseases,E92000001,0.0369969079999999
2015,Male,England,Viral and other specified intestinal infections,E92000001,0.776935062
2015,Male,England,Other gastroenteritis and colitis of infectious and unspecified origin,E92000001,8.176316607
2015,Male,England,Hookworm diseases,E92000001,0.0
2015,Male,England,Ascariasis,E92000001,0.0
2015,Male,England,Trichuriasis,E92000001,0.0
2015,Male,England,Kwashiorkor,E92000001,0.0
2015,Male,England,Nutritional marasmus,E92000001,0.0369969079999999
2015,Male,England,Marasmic kwashiorkor,E92000001,0.0
2015,Male,England,Unspecified severe protein-energy malnutrition,E92000001,0.073993815
2015,Male,England,Protein-energy malnutrition of moderate and mild degree,E92000001,0.0
2015,Male,England,Retarded development following protein-energy malnutrition,E92000001,0.0
2015,Male,England,Unspecified protein-energy malnutrition,E92000001,0.924922693
2015,Female,England,,E92000001,31.27134481
2015,Female,England,Cholera,E92000001,0.0
2015,Female,England,Typhoid and paratyphoid fevers,E92000001,0.0
2015,Female,England,Shigellosis,E92000001,0.0
2015,Female,England,Other bacterial intestinal infections,E92000001,12.68146702
2015,Female,England,Amoebiasis,E92000001,0.0
2015,Female,England,Other protozoal intestinal diseases,E92000001,0.036026895
2015,Female,England,Viral and other specified intestinal infections,E92000001,1.693264062
2015,Female,England,Other gastroenteritis and colitis of infectious and unspecified origin,E92000001,15.02321519
2015,Female,England,Hookworm diseases,E92000001,0.0
2015,Female,England,Ascariasis,E92000001,0.0
2015,Female,England,Trichuriasis,E92000001,0.0
2015,Female,England,Kwashiorkor,E92000001,0.0
2015,Female,England,Nutritional marasmus,E92000001,0.07205379
2015,Female,England,Marasmic kwashiorkor,E92000001,0.0
2015,Female,England,Unspecified severe protein-energy malnutrition,E92000001,0.21616137
2015,Female,England,Protein-energy malnutrition of moderate and mild degree,E92000001,0.0
2015,Female,England,Retarded development following protein-energy malnutrition,E92000001,0.0
2015,Female,England,Unspecified protein-energy malnutrition,E92000001,1.549156482
2015,,Wales,,W92000004,35.49433607
2015,,Wales,Cholera,W92000004,0.0
2015,,Wales,Typhoid and paratyphoid fevers,W92000004,0.0
2015,,Wales,Shigellosis,W92000004,0.0
2015,,Wales,Other bacterial intestinal infections,W92000004,16.45646491
2015,,Wales,Amoebiasis,W92000004,0.0
2015,,Wales,Other protozoal intestinal diseases,W92000004,0.0
2015,,Wales,Viral and other specified intestinal infections,W92000004,0.968027347
2015,,Wales,Other gastroenteritis and colitis of infectious and unspecified origin,W92000004,13.22970708
2015,,Wales,Hookworm diseases,W92000004,0.0
2015,,Wales,Ascariasis,W92000004,0.0
2015,,Wales,Trichuriasis,W92000004,0.0
2015,,Wales,Kwashiorkor,W92000004,0.0
2015,,Wales,Nutritional marasmus,W92000004,0.0
2015,,Wales,Marasmic kwashiorkor,W92000004,0.0
2015,,Wales,Unspecified severe protein-energy malnutrition,W92000004,0.0
2015,,Wales,Protein-energy malnutrition of moderate and mild degree,W92000004,0.0
2015,,Wales,Retarded development following protein-energy malnutrition,W92000004,0.0
2015,,Wales,Unspecified protein-energy malnutrition,W92000004,4.840136737
2015,Male,Wales,,W92000004,19.00940048
2015,Male,Wales,Cholera,W92000004,0.0
2015,Male,Wales,Typhoid and paratyphoid fevers,W92000004,0.0
2015,Male,Wales,Shigellosis,W92000004,0.0
2015,Male,Wales,Other bacterial intestinal infections,W92000004,8.521455386
2015,Male,Wales,Amoebiasis,W92000004,0.0
2015,Male,Wales,Other protozoal intestinal diseases,W92000004,0.0
2015,Male,Wales,Viral and other specified intestinal infections,W92000004,0.0
2015,Male,Wales,Other gastroenteritis and colitis of infectious and unspecified origin,W92000004,6.554965681
2015,Male,Wales,Hookworm diseases,W92000004,0.0
2015,Male,Wales,Ascariasis,W92000004,0.0
2015,Male,Wales,Trichuriasis,W92000004,0.0
2015,Male,Wales,Kwashiorkor,W92000004,0.0
2015,Male,Wales,Nutritional marasmus,W92000004,0.0
2015,Male,Wales,Marasmic kwashiorkor,W92000004,0.0
2015,Male,Wales,Unspecified severe protein-energy malnutrition,W92000004,0.0
2015,Male,Wales,Protein-energy malnutrition of moderate and mild degree,W92000004,0.0
2015,Male,Wales,Retarded development following protein-energy malnutrition,W92000004,0.0
2015,Male,Wales,Unspecified protein-energy malnutrition,W92000004,3.93297940899999
2015,Female,Wales,,W92000004,51.47677984
