Year,Geography,Sex,Age group,Value
2009,South West,Male,21 to 40,0.472427553
2009,West Midlands,Female,21 to 40,1.382705124
2009,West Midlands,Male,21 to 40,0.554406702
2009,Yorkshire and The Humber,Male,21 to 40,1.010157859
2009,North East,Male,21 to 40,3.412609281
2009,,,41 to 60,0.888972693
2009,,Female,41 to 60,0.335221549
2009,,Male,41 to 60,1.160907101
2009,London,,41 to 60,2.176316685
2009,East Midlands,,41 to 60,1.397364406
2009,East of England,,41 to 60,0.774835412
2009,North West,,41 to 60,1.335569968
2009,South East,,41 to 60,0.696103128
2009,South West,,41 to 60,0.352463402
2009,West Midlands,,41 to 60,1.177258414
2009,Yorkshire and The Humber,,41 to 60,0.940885605
2009,London,Male,41 to 60,1.931129485
2009,London,Female,41 to 60,0.525309407
2009,East Midlands,Male,41 to 60,1.650282116
2009,East Midlands,Female,41 to 60,0.655072967
2009,East of England,Female,41 to 60,0.51146513
2009,East of England,Male,41 to 60,0.913064518
2009,North West,Male,41 to 60,2.691013522
2009,South East,Female,41 to 60,0.518009462
2009,South East,Male,41 to 60,0.877016041
2009,South West,Male,41 to 60,0.716470951
2009,West Midlands,Female,41 to 60,0.689237827
2009,West Midlands,Male,41 to 60,1.669927664
2009,Yorkshire and The Humber,Female,41 to 60,0.576836829
2009,Yorkshire and The Humber,Male,41 to 60,1.017087063
2009,,,61 and over,0.21456358
2009,,Female,61 and over,0.111534711
2009,,Male,61 and over,0.255228353
2009,London,,61 and over,0.783126921
2009,North West,,61 and over,0.53901382
2009,South East,,61 and over,0.161995701
2009,North West,Female,61 and over,0.367698879
2009,North West,Male,61 and over,0.748159154
2009,South East,Male,61 and over,0.359785568
2010,,Male,,1.139407183
2010,,Female,,0.503849867
2010,London,,,1.749055231
2010,East Midlands,,,0.73218283
2010,East of England,,,0.77487317
2010,North West,,,0.940181521
2010,South East,,,0.827720861
2010,South West,,,1.045374976
2010,West Midlands,,,0.646799618
2010,Yorkshire and The Humber,,,0.970543436
2010,North East,,,0.541194989
2010,London,Male,,2.515129131
2010,London,Female,,1.003535382
2010,East Midlands,Male,,1.035244214
2010,East Midlands,Female,,0.437565334
2010,East of England,Female,,0.508147467
2010,East of England,Male,,1.050602994
2010,North West,Female,,0.587680537
2010,North West,Male,,1.305653101
2010,South East,Female,,0.480866989
2010,South East,Male,,1.18746258
2010,South West,Female,,0.670657076
2010,South West,Male,,1.435591415
2010,West Midlands,Female,,0.425134369
2010,West Midlands,Male,,0.87488139
2010,Yorkshire and The Humber,Female,,0.711036864
2010,Yorkshire and The Humber,Male,,1.239045099
2010,North East,Female,,0.302303858
2010,North East,Male,,0.79132956
2010,,,0 to 20,0.346153539
2010,,Male,0 to 20,0.381387456
2010,,Female,0 to 20,0.309251012
2010,London,,0 to 20,0.719624989
2010,East Midlands,,0 to 20,0.263254421
2010,East of England,,0 to 20,0.274522776
2010,North West,,0 to 20,0.167343758
2010,South East,,0 to 20,0.552533504
2010,South West,,0 to 20,0.476652375
2010,West Midlands,,0 to 20,0.409620064
2010,Yorkshire and The Humber,,0 to 20,0.295343322
2010,London,Male,0 to 20,0.659035041
2010,London,Female,0 to 20,0.782579774
2010,North West,Male,0 to 20,0.327025377
2010,South East,Female,0 to 20,0.378160119
2010,South East,Male,0 to 20,0.718093533
2010,South West,Female,0 to 20,0.814349489
2010,West Midlands,Female,0 to 20,0.419843482
2010,West Midlands,Male,0 to 20,0.399882701
2010,Yorkshire and The Humber,Male,0 to 20,0.579443937
2010,,,21 to 40,1.498133639
2010,,Female,21 to 40,1.072995532
2010,,Male,21 to 40,1.927023157
2010,London,,21 to 40,3.076887973
2010,East Midlands,,21 to 40,1.223775154
2010,East of England,,21 to 40,1.761382767
2010,North West,,21 to 40,2.128709413
2010,South East,,21 to 40,1.095016398
2010,South West,,21 to 40,1.426344746
2010,West Midlands,,21 to 40,1.109477713
2010,Yorkshire and The Humber,,21 to 40,1.518041928
2010,North East,,21 to 40,0.919337342
2010,London,Male,21 to 40,4.362400539
2010,London,Female,21 to 40,1.795116455
2010,East Midlands,Male,21 to 40,1.931919169
2010,East Midlands,Female,21 to 40,0.522085069
2010,East of England,Female,21 to 40,1.620307858
2010,East of England,Male,21 to 40,1.903433386
2010,North West,Female,21 to 40,1.626832763
2010,North West,Male,21 to 40,2.637191655
2010,South East,Female,21 to 40,0.634707626
2010,South East,Male,21 to 40,1.561240102
2010,South West,Female,21 to 40,1.433536471
2010,South West,Male,21 to 40,1.419224819
2010,West Midlands,Female,21 to 40,1.108251207
2010,West Midlands,Male,21 to 40,1.110706937
2010,Yorkshire and The Humber,Female,21 to 40,1.300957794
2010,Yorkshire and The Humber,Male,21 to 40,1.73519983
2010,North East,Male,21 to 40,1.238765941
2010,,,41 to 60,0.929965052
2010,,Female,41 to 60,0.415555846
2010,,Male,41 to 60,1.455455953
2010,London,,41 to 60,1.66915388
2010,East Midlands,,41 to 60,1.05951629
2010,East of England,,41 to 60,0.512181599
2010,North West,,41 to 60,1.062148993
2010,South East,,41 to 60,1.207687275
2010,South West,,41 to 60,1.54396258
2010,West Midlands,,41 to 60,0.550045929
2010,Yorkshire and The Humber,,41 to 60,1.438921385
2010,North East,,41 to 60,0.559162151
2010,London,Male,41 to 60,2.849844842
2010,London,Female,41 to 60,0.515613286
2010,East Midlands,Male,41 to 60,1.309541153
2010,East Midlands,Female,41 to 60,0.811590815
2010,East of England,Male,41 to 60,0.905358949
2010,North West,Female,41 to 60,0.526872055
2010,North West,Male,41 to 60,1.606033547
2010,South East,Female,41 to 60,0.770357335
2010,South East,Male,41 to 60,1.651898118
2010,South West,Male,41 to 60,2.852517703
2010,West Midlands,Male,41 to 60,1.105435009
2010,Yorkshire and The Humber,Female,41 to 60,1.002894066
2010,Yorkshire and The Humber,Male,41 to 60,1.878748464
2010,North East,Male,41 to 60,0.85329814
2010,,,61 and over,0.367989951
2010,,Female,61 and over,0.150893847
2010,,Male,61 and over,0.630633382
2010,London,,61 and over,0.428300743
2010,East Midlands,,61 and over,0.301049761
2010,East of England,,61 and over,0.533427217
2010,North West,,61 and over,0.264526996
2010,South East,,61 and over,0.369251285
2010,South West,,61 and over,0.684088631
2010,West Midlands,,61 and over,0.498111328
2010,Yorkshire and The Humber,,61 and over,0.532320269
2010,London,Male,61 and over,0.574491431
2010,East of England,Male,61 and over,1.168216501
2010,North West,Male,61 and over,0.437857766
2010,South East,Male,61 and over,0.699685608
2010,South West,Male,61 and over,1.172020849
2010,West Midlands,Male,61 and over,0.910663874
2010,Yorkshire and The Humber,Female,61 and over,0.485172325
2010,Yorkshire and The Humber,Male,61 and over,0.589618006
2011,,Male,,1.35060135
2011,,Female,,0.525042247
2011,London,,,1.962359985
2011,East Midlands,,,0.749319882
2011,East of England,,,1.074641897
2011,North West,,,0.977896562
2011,South East,,,0.947671871
2011,South West,,,1.150762965
2011,West Midlands,,,0.873647874
2011,Yorkshire and The Humber,,,1.058959058
2011,North East,,,0.53919962
2011,London,Male,,2.639393265
2011,London,Female,,1.301065307
2011,East Midlands,Male,,1.16228181
2011,East Midlands,Female,,0.347755175
2011,East of England,Female,,0.53737854
2011,East of England,Male,,1.629115553
2011,North West,Female,,0.6688527
2011,North West,Male,,1.297680008
2011,South East,Female,,0.454404796
2011,South East,Male,,1.458335587
2011,South West,Female,,0.481198644
2011,South West,Male,,1.846690807
2011,West Midlands,Female,,0.59829514
2011,West Midlands,Male,,1.156378512
2011,Yorkshire and The Humber,Female,,0.483947283
2011,Yorkshire and The Humber,Male,,1.652594631
2011,North East,Female,,0.301467468
2011,North East,Male,,0.787650894
2011,,,0 to 20,0.225631189
2011,,Male,0 to 20,0.183724957
2011,,Female,0 to 20,0.269546519
2011,London,,0 to 20,0.520958886
2011,North West,,0 to 20,0.279089031
2011,South East,,0 to 20,0.365654778
2011,South West,,0 to 20,0.316613753
2011,London,Male,0 to 20,0.464130595
2011,London,Female,0 to 20,0.580154089
2011,North West,Female,0 to 20,0.342788193
2011,South East,Female,0 to 20,0.46941569
2011,South East,Male,0 to 20,0.267212493
2011,South West,Female,0 to 20,0.486903118
2011,,,21 to 40,1.778501951
2011,,Female,21 to 40,1.152219887
2011,,Male,21 to 40,2.407005235
2011,London,,21 to 40,3.146341414
2011,East Midlands,,21 to 40,1.399447918
2011,East of England,,21 to 40,1.749590529
2011,North West,,21 to 40,1.853814714
2011,South East,,21 to 40,2.003411263
2011,South West,,21 to 40,2.055243361
2011,West Midlands,,21 to 40,1.864389809
2011,Yorkshire and The Humber,,21 to 40,2.169104861
2011,North East,,21 to 40,0.920451512
2011,London,Male,21 to 40,4.049626827
2011,London,Female,21 to 40,2.238508312
2011,East Midlands,Male,21 to 40,2.105551286
2011,East Midlands,Female,21 to 40,0.697610336
2011,East of England,Female,21 to 40,0.94069711
2011,East of England,Male,21 to 40,2.560878139
2011,North West,Female,21 to 40,1.628839582
2011,North West,Male,21 to 40,2.080698239
2011,South East,Female,21 to 40,0.997548751
2011,South East,Male,21 to 40,3.017691905
2011,South West,Female,21 to 40,1.593239566
2011,South West,Male,21 to 40,2.510177987
2011,West Midlands,Female,21 to 40,1.106427236
2011,West Midlands,Male,21 to 40,2.620158395
2011,Yorkshire and The Humber,Female,21 to 40,1.159785034
2011,Yorkshire and The Humber,Male,21 to 40,3.173339334
2011,North East,Male,21 to 40,1.236105403
2011,,,41 to 60,1.160700399
2011,,Female,41 to 60,0.47080946
2011,,Male,41 to 60,1.866526497
2011,London,,41 to 60,2.100005327
2011,East Midlands,,41 to 60,0.891251155
2011,East of England,,41 to 60,1.587615078
2011,North West,,41 to 60,1.372906845
2011,South East,,41 to 60,1.069671102
2011,South West,,41 to 60,1.465713813
2011,West Midlands,,41 to 60,1.296332811
2011,Yorkshire and The Humber,,41 to 60,1.500202527
2011,North East,,41 to 60,0.837416904
2011,London,Male,41 to 60,3.217423072
2011,London,Female,41 to 60,1.011253226
2011,East Midlands,Male,41 to 60,1.467459095
2011,East of England,Female,41 to 60,1.005372459
2011,East of England,Male,41 to 60,2.182385836
2011,North West,Female,41 to 60,0.523395792
2011,North West,Male,41 to 60,2.237632287
2011,South East,Female,41 to 60,0.254605171
2011,South East,Male,41 to 60,1.898397752
2011,South West,Male,41 to 60,2.980642854
2011,West Midlands,Female,41 to 60,0.94969725
2011,West Midlands,Male,41 to 60,1.647003278
2011,Yorkshire and The Humber,Female,41 to 60,0.569080707
2011,Yorkshire and The Humber,Male,41 to 60,2.439293867
2011,North East,Male,41 to 60,1.420749189
2011,,,61 and over,0.413310975
2011,,Female,61 and over,0.135213778
2011,,Male,61 and over,0.747551282
2011,London,,61 and over,1.350523243
2011,East Midlands,,61 and over,0.590127172
2011,East of England,,61 and over,0.747709392
2011,North West,,61 and over,0.260320064
2011,South East,,61 and over,0.258865228
2011,South West,,61 and over,0.746460285
2011,Yorkshire and The Humber,,61 and over,0.26197327
2011,London,Male,61 and over,2.06939237
2011,London,Female,61 and over,0.765498669
2011,East Midlands,Male,61 and over,1.065864
2011,East of England,Male,61 and over,1.469596498
2011,North West,Male,61 and over,0.428747215
2011,South East,Male,61 and over,0.456466244
2011,South West,Male,61 and over,1.63917497
2012,,Male,,1.210274032
2012,,Female,,0.534118634
2012,London,,,1.997985405
2012,East Midlands,,,0.766244772
2012,East of England,,,0.880259636
2012,North West,,,0.606972819
2012,South East,,,0.836701439
2012,South West,,,1.385861998
2012,West Midlands,,,0.974733317
2012,Yorkshire and The Humber,,,0.827582419
2012,North East,,,0.461128766
2012,London,Male,,2.606214824
2012,London,Female,,1.380033016
2012,East Midlands,Male,,1.110097715
2012,East Midlands,Female,,0.431839155
2012,East of England,Female,,0.466514272
2012,East of England,Male,,1.307473795
2012,North West,Female,,0.30550362
2012,North West,Male,,0.918557004
2012,South East,Female,,0.698786816
2012,South East,Male,,0.979368666
2012,South West,Female,,0.588295205
2012,South West,Male,,2.175643933
2012,West Midlands,Female,,0.770162774
2012,West Midlands,Male,,1.184481143
2012,Yorkshire and The Humber,Female,,0.259388665
2012,Yorkshire and The Humber,Male,,1.413272076
2012,North East,Female,,0.300969347
2012,North East,Male,,0.628303009
2012,,,0 to 20,0.212649825
2012,,Male,0 to 20,0.146657672
2012,,Female,0 to 20,0.281819792
2012,London,,0 to 20,0.608444175
2012,South East,,0 to 20,0.181898713
2012,South West,,0 to 20,0.236918917
2012,West Midlands,,0 to 20,0.476017556
2012,London,Male,0 to 20,0.275101398
2012,London,Female,0 to 20,0.955940693
2012,West Midlands,Female,0 to 20,0.418398955
2012,West Midlands,Male,0 to 20,0.530845438
2012,,,21 to 40,1.490823891
2012,,Female,21 to 40,1.059509094
2012,,Male,21 to 40,1.911282964
2012,London,,21 to 40,2.689129865
2012,East Midlands,,21 to 40,1.404505478
2012,East of England,,21 to 40,1.349290037
2012,North West,,21 to 40,1.037971171
2012,South East,,21 to 40,1.780014003
2012,South West,,21 to 40,2.848286044
2012,West Midlands,,21 to 40,1.655897583
2012,Yorkshire and The Humber,,21 to 40,1.159611037
2012,North East,,21 to 40,0.462366453
2012,London,Male,21 to 40,3.355333134
2012,London,Female,21 to 40,1.953157886
2012,East Midlands,Male,21 to 40,1.935502034
2012,East Midlands,Female,21 to 40,0.875866889
2012,East of England,Female,21 to 40,0.808071013
2012,East of England,Male,21 to 40,1.892526144
2012,North West,Female,21 to 40,0.653834796
2012,North West,Male,21 to 40,1.424140942
2012,South East,Female,21 to 40,1.363666116
2012,South East,Male,21 to 40,2.199780389
2012,South West,Female,21 to 40,1.915886209
2012,South West,Male,21 to 40,3.764257124
2012,West Midlands,Female,21 to 40,1.661727643
2012,West Midlands,Male,21 to 40,1.650108288
2012,Yorkshire and The Humber,Female,21 to 40,0.43668885
2012,Yorkshire and The Humber,Male,21 to 40,1.876484046
2012,,,41 to 60,1.178115445
2012,,Female,41 to 60,0.512050587
2012,,Male,41 to 60,1.848899797
2012,London,,41 to 60,2.65875128
2012,East Midlands,,41 to 60,0.802727991
2012,East of England,,41 to 60,1.443477802
2012,North West,,41 to 60,0.891245505
2012,South East,,41 to 60,1.013334639
2012,South West,,41 to 60,1.93644049
2012,West Midlands,,41 to 60,1.216089677
2012,Yorkshire and The Humber,,41 to 60,1.416336306
2012,North East,,41 to 60,0.973378109
2012,London,Male,41 to 60,4.268192918
2012,London,Female,41 to 60,1.089762769
2012,East Midlands,Male,41 to 60,1.294934217
2012,East of England,Female,41 to 60,0.620516766
2012,East of England,Male,41 to 60,2.285441484
2012,North West,Female,41 to 60,0.31134672
2012,North West,Male,41 to 60,1.483228395
2012,South East,Female,41 to 60,0.920744799
2012,South East,Male,41 to 60,1.107577277
2012,South West,Female,41 to 60,0.408102744
2012,South West,Male,41 to 60,3.37627296
2012,West Midlands,Female,41 to 60,0.805319403
2012,West Midlands,Male,41 to 60,1.632413196
2012,Yorkshire and The Humber,Male,41 to 60,2.562255696
2012,North East,Male,41 to 60,1.701201048
2012,,,61 and over,0.486580686
2012,,Female,61 and over,0.22678762
2012,,Male,61 and over,0.796996153
2012,London,,61 and over,1.661937071
2012,East Midlands,,61 and over,0.868741801
2012,East of England,,61 and over,0.514300115
2012,North West,,61 and over,0.320793515
2012,South East,,61 and over,0.305141792
2012,South West,,61 and over,0.51338053
2012,West Midlands,,61 and over,0.482891166
2012,Yorkshire and The Humber,,61 and over,0.516382226
2012,London,Male,61 and over,2.218623122
2012,London,Female,61 and over,1.207476088
2012,East Midlands,Male,61 and over,1.251473088
2012,East Midlands,Female,61 and over,0.539039001
2012,East of England,Male,61 and over,0.960780923
2012,North West,Male,61 and over,0.701652954
2012,South East,Female,61 and over,0.279983425
2012,South East,Male,61 and over,0.335267829
2012,South West,Male,61 and over,1.124120576
2012,West Midlands,Male,61 and over,0.876912986
2012,Yorkshire and The Humber,Male,61 and over,0.946421203
2013,,Male,,0.853073989
2013,,Female,,0.310076253
2013,London,,,1.223780357
2013,East Midlands,,,1.391779066
2013,North West,,,0.872838546
2013,South East,,,0.671006143
2013,South West,,,0.632252776
2013,West Midlands,,,0.54628323
2013,Yorkshire and The Humber,,,0.824323385
2013,North East,,,0.651220982
2013,London,Male,,1.656526643
2013,London,Female,,0.588069113
2013,East Midlands,Male,,2.028361789
2013,East Midlands,Female,,0.729428716
2013,North West,Female,,0.332571468
2013,North West,Male,,1.001426604
2013,South East,Female,,0.26851891
2013,South East,Male,,0.786344071
2013,South West,Female,,0.328800994
2013,South West,Male,,0.871087397
2013,West Midlands,Female,,0.208976007
2013,West Midlands,Male,,0.749045235
2013,Yorkshire and The Humber,Female,,0.369312495
2013,Yorkshire and The Humber,Male,,1.292786971
2013,North East,Female,,0.750735533
2013,North East,Male,,0.547536321
2013,,,0 to 20,0.237282397
2013,,Male,0 to 20,0.146298288
2013,,Female,0 to 20,0.243207689
2013,London,,0 to 20,0.600878207
2013,East Midlands,,0 to 20,0.261251674
2013,North West,,0 to 20,0.280780097
2013,South East,,0 to 20,0.226193271
2013,West Midlands,,0 to 20,0.271654423
2013,Yorkshire and The Humber,,0 to 20,0.515000872
2013,London,Male,0 to 20,0.36158617
2013,London,Female,0 to 20,0.756670762
2013,West Midlands,Male,0 to 20,0.397395733
2013,Yorkshire and The Humber,Female,0 to 20,0.750452147
2013,,,21 to 40,1.159516716
2013,,Female,21 to 40,0.646950364
2013,,Male,21 to 40,1.413691984
2013,London,,21 to 40,1.872813866
2013,East Midlands,,21 to 40,2.454796673
2013,North West,,21 to 40,1.805112407
2013,South East,,21 to 40,1.370652234
2013,South West,,21 to 40,1.027160494
2013,West Midlands,,21 to 40,0.825911031
2013,Yorkshire and The Humber,,21 to 40,1.231536015
2013,North East,,21 to 40,1.228071253
2013,London,Male,21 to 40,2.468623462
2013,London,Female,21 to 40,0.938751809
2013,East Midlands,Male,21 to 40,2.636514317
2013,East Midlands,Female,21 to 40,2.273955686
2013,North West,Female,21 to 40,0.654858834
2013,North West,Male,21 to 40,2.193191675
2013,South East,Female,21 to 40,0.637018607
2013,South East,Male,21 to 40,1.468064999
2013,South West,Female,21 to 40,0.798069311
2013,South West,Male,21 to 40,1.095267973
2013,West Midlands,Female,21 to 40,0.41481842
2013,West Midlands,Male,21 to 40,0.95925496
2013,Yorkshire and The Humber,Female,21 to 40,0.582191631
2013,Yorkshire and The Humber,Male,21 to 40,1.87500631
2013,North East,Female,21 to 40,0.916646297
2013,North East,Male,21 to 40,1.542505275
2013,,,41 to 60,0.79346817
2013,,Female,41 to 60,0.241987199
2013,,Male,41 to 60,1.217235247
2013,London,,41 to 60,1.373584595
2013,East Midlands,,41 to 60,1.910145179
2013,North West,,41 to 60,1.146480617
2013,South East,,41 to 60,0.500650846
2013,South West,,41 to 60,0.96087522
2013,West Midlands,,41 to 60,0.737319776
2013,Yorkshire and The Humber,,41 to 60,1.194917804
2013,North East,,41 to 60,1.109663924
2013,London,Male,41 to 60,2.2799795
2013,London,Female,41 to 60,0.29135237
2013,East Midlands,Male,41 to 60,3.372285912
2013,East Midlands,Female,41 to 60,0.473390708
2013,North West,Female,41 to 60,0.411991422
2013,North West,Male,41 to 60,1.26579341
2013,South East,Male,41 to 60,0.673635992
2013,South West,Male,41 to 60,1.675692131
2013,West Midlands,Male,41 to 60,1.215457377
2013,Yorkshire and The Humber,Male,41 to 60,2.26224191
2013,North East,Female,41 to 60,1.631747275
2013,,,61 and over,0.300833739
2013,,Female,61 and over,0.079147215
2013,,Male,61 and over,0.517209763
2013,London,,61 and over,0.49002473
2013,East Midlands,,61 and over,0.854668389
2013,South East,,61 and over,0.601007288
2013,South West,,61 and over,0.505871725
2013,West Midlands,,61 and over,0.238583387
2013,Yorkshire and The Humber,,61 and over,0.255230524
2013,London,Male,61 and over,0.906596943
2013,East Midlands,Male,61 and over,1.637357959
2013,South East,Male,61 and over,1.098038354
2013,South West,Male,61 and over,0.631088027
2013,Yorkshire and The Humber,Male,61 and over,0.559255966
2014,,Male,,1.05052087
